Species	Woodiness
Polygonum neglectum	herbaceous
Polygonum nepalense	herbaceous
Polygonum orientale	herbaceous
Polygonum oxyspermum	herbaceous
Polygonum palastinum	herbaceous
Polygonum paronychia	herbaceous
Polygonum parryi	herbaceous
Polygonum patulum	herbaceous
Polygonum pennsylvanicum	not assigned
Polygonum pensylvanicum	herbaceous
Polygonum perfoliatum	herbaceous
Polygonum persicaria	herbaceous
Polygonum plebeium	herbaceous
Polygonum polygaloides	herbaceous
Polygonum polystachyum	herbaceous
Polygonum prolificum	herbaceous
Polygonum punctatum	herbaceous
Polygonum ramosissimum	herbaceous
Polygonum rhyticarium	herbaceous
Polygonum robustius	not assigned
Polygonum romanum	not assigned
Polygonum rude	not assigned
Polygonum rurivagum	herbaceous
Polygonum sachalinense	not assigned
Polygonum sagittatum	herbaceous
Polygonum salicifolium	not assigned
Polygonum salignum	not assigned
Polygonum scandens	herbaceous
Polygonum senegalense	herbaceous
Polygonum setosulum	not assigned
Polygonum sibiricum	herbaceous
Polygonum sieboldii	not assigned
Polygonum silesiacum	not assigned
Polygonum sinense	herbaceous
Polygonum songaricum	herbaceous
Polygonum subglandulosum	not assigned
Polygonum suffultum	not assigned
Polygonum tenue	herbaceous
Polygonum thunbergii	not assigned
Polygonum virginianum	herbaceous
Polygonum viviparum	herbaceous
Polylepis australis	woody
Polylepis incana	not assigned
Polylepis pallidistigma	not assigned
Polylepis rugulosa	not assigned
Polylepis sericea	not assigned
Polylepis tarapacana	woody
Polymeria ambigua	herbaceous
Polymeria calycina	not assigned
Polymita albiflora	woody
Polymnia canadensis	not assigned
Polymnia uvedalia	herbaceous
Polyosma alangiacea	woody
Polyosma cambodiana	woody
Polyosma cunninghamii	woody
Polyosma hirsuta	woody
Polyosma ilicifolia	woody
Polyosma integrifolia	woody
Polyosma laete-virens	woody
Polyosma rhytophloia	woody
Polyphlebium venosum	(fern)
Polypodium australe	(fern)
Polypodium ciliatum	(fern)
Polypodium duale	(fern)
Polypodium heteractis	(fern)
Polypodium interjectum	(fern)
Polypodium mantoniae	(fern)
Polypodium mickelii	(fern)
Polypodium persicifolium	(fern)
Polypodium polypodioides	(fern)
Polypodium triseriale	(fern)
Polypodium virginianum	(fern)
Polypodium vulgare	(fern)
Polypogon elongatus	herbaceous
Polypogon griquensis	herbaceous
Polypogon interruptus	herbaceous
Polypogon minutiflorus	herbaceous
Polypogon monspeliensis	herbaceous
Polypogon semiverticillatus	herbaceous
Polypogon viridis	herbaceous
Polyporandra scandens	not assigned
Polyscias albersiana	woody
Polyscias australiana	woody
Polyscias cissodendron	not assigned
Polyscias elegans	woody
Polyscias ferruginea	not assigned
Polyscias fulva	woody
Polyscias kikuyuensis	not assigned
Polyscias mollis	not assigned
Polyscias murrayi	not assigned
Polyscias nodosa	not assigned
Polyscias ornifolia	not assigned
Polyscias purpurea	not assigned
Polyscias repanda	not assigned
Polyscias sambucifolia	woody
Polyscias sambucifolius	not assigned
Polysphaeria dischistocalyx	not assigned
Polysphaeria multiflora	not assigned
Polysphaeria parvifolia	not assigned
Polyspora axillaris	woody
Polystachya adansoniae	herbaceous
Polystachya affinis	herbaceous
Polystachya albescens	herbaceous
Polystachya armeniaca	herbaceous
Polystachya asper	herbaceous
Polystachya brassii	herbaceous
Polystachya caespitifica	herbaceous
Polystachya calluniflora	herbaceous
Polystachya campyloglossa	herbaceous
Polystachya cultriformis	herbaceous
Polystachya dendrobiiflora	herbaceous
Polystachya epiphytica	herbaceous
Polystachya erythrocephala	herbaceous
Polystachya fusiformis	herbaceous
Polystachya goetzeana	herbaceous
Polystachya golungensis	herbaceous
Polystachya greatrexii	herbaceous
Polystachya heckmanniana	herbaceous
Polystachya holmesiana	herbaceous
Polystachya johnstonii	herbaceous
Polystachya kaluluensis	herbaceous
Polystachya laurenceana	herbaceous
Polystachya lindblomii	herbaceous
Polystachya mafingensis	herbaceous
Polystachya magnibracteata	herbaceous
Polystachya malilaensis	herbaceous
Polystachya melanantha	herbaceous
Polystachya minima	herbaceous
Polystachya modesta	herbaceous
Polystachya moreauae	herbaceous
Polystachya mzuzuensis	herbaceous
Polystachya ottoniana	herbaceous
Polystachya parva	herbaceous
Polystachya pubescens	herbaceous
Polystachya purpureobracteata	herbaceous
Polystachya saccata	herbaceous
Polystachya simplex	herbaceous
Polystachya songaniensis	herbaceous
Polystachya spatella	herbaceous
Polystachya stuhlmannii	herbaceous
Polystachya suaveolens	herbaceous
Polystachya subumbellata	herbaceous
Polystachya tessellata	herbaceous
Polystachya transvaalensis	herbaceous
Polystachya vaginata	herbaceous
Polystachya valentina	herbaceous
Polystachya villosa	herbaceous
Polystachya vulcanica	herbaceous
Polystachya zambesiaca	herbaceous
Polystichopsis amabilis	(fern)
Polystichopsis aristata	(fern)
Polystichopsis mutica	(fern)
Polystichopsis standishii	(fern)
Polystichum acrostichoides	(fern)
Polystichum aculeatum	(fern)
Polystichum braunii	(fern)
Polystichum discolor	(fern)
Polystichum formosum	(fern)
Polystichum lonchitis	(fern)
Polystichum luctuosum	(fern)
Polystichum luerssenii	(fern)
Polystichum montevidense	(fern)
Polystichum munitum	(fern)
Polystichum polyblepharum	(fern)
Polystichum richardi	(fern)
Polystichum setiferum	(fern)
Polystichum tripteron	(fern)
Polystichum vestitum	(fern)
Polystichum zambesiacum	(fern)
Polytaenia nuttallii	herbaceous
Polytaenia texana	herbaceous
Polytaenium ensiforme	(fern)
Polytoca macrophylla	herbaceous
Polytrias amaura	herbaceous
Polytrichum commune	(moss)
Polytrichum juniperinum	(moss)
Polytrichum juniperum	(moss)
Polyxena ensifolia	herbaceous
Pomaderris adnata	not assigned
Pomaderris amoena	not assigned
Pomaderris andromedifolia	not assigned
Pomaderris angustifolia	not assigned
Pomaderris apetala	not assigned
Pomaderris argyrophylla	not assigned
Pomaderris aspera	not assigned
Pomaderris aurea	not assigned
Pomaderris betulina	not assigned
Pomaderris brogoensis	not assigned
Pomaderris brunnea	not assigned
Pomaderris cinerea	not assigned
Pomaderris costata	not assigned
Pomaderris cotoneaster	not assigned
Pomaderris crassifolia	not assigned
Pomaderris discolor	not assigned
Pomaderris edgerleyi	not assigned
Pomaderris elachophylla	not assigned
Pomaderris elliptica	not assigned
Pomaderris eriocephala	not assigned
Pomaderris ferruginea	woody
Pomaderris flavelare	not assigned
Pomaderris forrestiana	not assigned
Pomaderris halmaturina	not assigned
Pomaderris hamiltonii	not assigned
Pomaderris helianthemifolia	not assigned
Pomaderris intermedia	not assigned
Pomaderris kumeraho	not assigned
Pomaderris lanigera	woody
Pomaderris lanuginosa	not assigned
Pomaderris ledifolia	not assigned
Pomaderris myrtilloides	not assigned
Pomaderris obcordata	not assigned
Pomaderris oraria	not assigned
Pomaderris paniculosa	not assigned
Pomaderris parrisiae	not assigned
Pomaderris pauciflora	not assigned
Pomaderris phylicifolia	not assigned
Pomaderris phyllirioides	not assigned
Pomaderris pilifera	not assigned
Pomaderris prunifolia	not assigned
Pomaderris racemosa	not assigned
Pomaderris rugosa	not assigned
Pomaderris sericea	not assigned
Pomaderris sieberiana	not assigned
Pomaderris subplicata	not assigned
Pomaderris subrepanda	not assigned
Pomaderris vacciniifolia	not assigned
Pomaderris vellea	not assigned
Pomaderris velutina	not assigned
Pomaderris virgata	not assigned
Pomax umbellata	woody
Pometia acuminata	not assigned
Pometia alnifolia	not assigned
Pometia macrocarpa	not assigned
Pometia pinnata	woody
Pometia ridleyi	not assigned
Pometia tomentosa	not assigned
Pommereulla cornucopiae	herbaceous
Poncirus trifoliata	not assigned
Poncirus trifoliatus	not assigned
Pongamia pinnata	woody
Pongamiopsis amygdalina	not assigned
Pongamiopsis pervilleana	not assigned
Pongamiopsis viguieri	not assigned
Pontederia cordata	herbaceous
Pontederia lanceolata	herbaceous
Ponthieva ephippium	herbaceous
Popowia buchananii	woody
Popowia caffra	woody
Popowia chasei	woody
Popowia gracilis	woody
Popowia hirta	not assigned
Popowia nervosa	not assigned
Popowia obovata	woody
Popowia oliverana	woody
Popowia pisocarpa	not assigned
Popowia tomentosa	not assigned
Popowia trichocarpa	woody
Populus acuminata	not assigned
Populus adenopoda	woody
Populus alba	woody
Populus angustifolia	woody
Populus baichenensis	not assigned
Populus balsamifera	woody
Populus berolinensis	not assigned
Populus bolleana	woody
Populus canadensis	woody
Populus candicans	woody
Populus canescens	woody
Populus cathayana	woody
Populus ciliata	not assigned
Populus curamericana	not assigned
Populus dakuanensis	not assigned
Populus davidiana	woody
Populus deltoides	woody
Populus diversifolia	woody
Populus euphratica	woody
Populus euramericana	woody
Populus euroamericana	woody
Populus fremontii	woody
Populus gansuensis	not assigned
Populus generosa	not assigned
Populus gileadensis	woody
Populus grandidentata	woody
Populus heterophylla	woody
Populus hopeiensis	woody
Populus hybrida	woody
Populus ilicifolia	not assigned
Populus kangdingensis	not assigned
Populus koreana	not assigned
Populus lasiocarpa	woody
Populus laurifolia	not assigned
Populus maximowiczii	woody
Populus monilifera	not assigned
Populus nigra	woody
Populus petrowskiana	not assigned
Populus pruinosa	woody
Populus pseudosimonii	not assigned
Populus purdomii	woody
Populus raverdau	woody
Populus robusta	not assigned
Populus rotundifolia	not assigned
Populus sargentii	not assigned
Populus sieboldi	not assigned
Populus sieboldii	woody
Populus simonii	woody
Populus tomentosa	not assigned
Populus tremula	woody
Populus tremuloides	woody
Populus trichocarpa	woody
Populus ussuriensis	not assigned
Populus wilsonii	not assigned
Populus wislizeni	not assigned
Populus xiaozhuanica	woody
Populus yunnanensis	not assigned
Porana paniculata	not assigned
Porana sericea	not assigned
Poranthera corymbosa	woody
Poranthera ericifolia	woody
Poranthera huegelii	not assigned
Poranthera microphylla	herbaceous
Poraqueiba guianensis	woody
Poraqueiba sericea	woody
Porcelia macrocarpa	not assigned
Porcelia mediocris	woody
Porcelia nitidifolia	woody
Porlieria chilensis	not assigned
Porlieria lorentzii	not assigned
Porlieria microphylla	woody
Porophyllum gracile	woody
Porophyllum lanceolatum	woody
Porophyllum macrocephalum	not assigned
Porophyllum punctatum	not assigned
Porophyllum ruderale	herbaceous
Porophyllum tagetoides	not assigned
Porphyrostemma chevalieri	not assigned
Porphyrostemma grantii	not assigned
Porterandia anisophylla	not assigned
Porteresia coarctata	herbaceous
Portulaca australis	not assigned
Portulaca bicolor	herbaceous
Portulaca collina	herbaceous
Portulaca cryptopetala	not assigned
Portulaca digyna	herbaceous
Portulaca elatior	herbaceous
Portulaca filifolia	herbaceous
Portulaca foliosa	herbaceous
Portulaca grandiflora	herbaceous
Portulaca halimoides	herbaceous
Portulaca hereroensis	herbaceous
Portulaca intraterranea	herbaceous
Portulaca kermesina	herbaceous
Portulaca mauritiensis	not assigned
Portulaca molokiniensis	not assigned
Portulaca mundula	not assigned
Portulaca oleracea	herbaceous
Portulaca oligosperma	not assigned
Portulaca parvula	not assigned
Portulaca philippii	herbaceous
Portulaca pilosa	herbaceous
Portulaca quadrifida	herbaceous
Portulaca rhodesiana	herbaceous
Portulaca suffrutescens	not assigned
Portulaca tuberosa	not assigned
Portulaca villosa	not assigned
Portulaca wightiana	herbaceous
Portulacaria afra	woody
Posadaea sphaerocarpa	not assigned
Posidonia australis	herbaceous
Posidonia coriacea	herbaceous
Posidonia oceanica	herbaceous
Posidonia sinuosa	herbaceous
Posoqueria acutifolia	not assigned
Posoqueria coriacea	woody
Posoqueria latifolia	woody
Posoqueria longiflora	not assigned
Posoqueria maxima	not assigned
Posoqueria redonda	woody
Potalia amara	not assigned
Potalia resinifera	not assigned
Potameia antevaratra	not assigned
Potameia capuronii	not assigned
Potameia obovata	not assigned
Potamoganos microcalyx	not assigned
Potamogeton acutifolius	herbaceous
Potamogeton alpinus	herbaceous
Potamogeton amplifolius	herbaceous
Potamogeton angustifolius	herbaceous
Potamogeton berchtoldii	herbaceous
Potamogeton coloratus	herbaceous
Potamogeton compressus	herbaceous
Potamogeton cooperi	not assigned
Potamogeton crispus	herbaceous
Potamogeton densus	not assigned
Potamogeton dimorphus	not assigned
Potamogeton distinctus	not assigned
Potamogeton diversifolius	herbaceous
Potamogeton epihydrus	herbaceous
Potamogeton filiformis	herbaceous
Potamogeton fluitans	not assigned
Potamogeton foliosus	herbaceous
Potamogeton friesii	herbaceous
Potamogeton gramineus	herbaceous
Potamogeton helveticus	not assigned
Potamogeton illinoensis	herbaceous
Potamogeton lucens	herbaceous
Potamogeton natans	herbaceous
Potamogeton nitens	herbaceous
Potamogeton nodosus	herbaceous
Potamogeton obtusifolius	herbaceous
Potamogeton ochreatus	herbaceous
Potamogeton oxyphyllus	herbaceous
Potamogeton pectinatus	herbaceous
Potamogeton perfoliatus	herbaceous
Potamogeton polygonifolius	herbaceous
Potamogeton praelongus	herbaceous
Potamogeton pulcher	not assigned
Potamogeton pusillus	herbaceous
Potamogeton richardsonii	not assigned
Potamogeton robbinsii	herbaceous
Potamogeton rutilus	herbaceous
Potamogeton salicifolius	not assigned
Potamogeton schreberi	not assigned
Potamogeton sparganiifolius	not assigned
Potamogeton spathulatus	not assigned
Potamogeton strictifolius	not assigned
Potamogeton tepperi	herbaceous
Potamogeton tricarinatus	herbaceous
Potamogeton trichoides	herbaceous
Potamogeton vaginatus	not assigned
Potamogeton variifolius	not assigned
Potamogeton zizii	herbaceous
Potamogeton zosteriformis	herbaceous
Potentilla acaulis	herbaceous
Potentilla alba	herbaceous
Potentilla anglica	herbaceous
Potentilla anserina	herbaceous
Potentilla arenaria	herbaceous
Potentilla argentea	herbaceous
Potentilla arguta	herbaceous
Potentilla argyrophylla	herbaceous
Potentilla aucheriana	herbaceous
Potentilla aurea	herbaceous
Potentilla aurulenta	not assigned
Potentilla betonicaefolia	not assigned
Potentilla biennis	herbaceous
Potentilla bifurca	herbaceous
Potentilla bornmuelleri	herbaceous
Potentilla brauniana	herbaceous
Potentilla canadensis	herbaceous
Potentilla caulescens	herbaceous
Potentilla chinensis	herbaceous
Potentilla chrysantha	herbaceous
Potentilla cinerea	herbaceous
Potentilla clusiana	herbaceous
Potentilla collina	herbaceous
Potentilla concinna	herbaceous
Potentilla conferta	not assigned
Potentilla contigua	herbaceous
Potentilla crantzii	herbaceous
Potentilla crinita	herbaceous
Potentilla dahurica	herbaceous
Potentilla detommasii	not assigned
Potentilla discolor	not assigned
Potentilla diversifolia	herbaceous
Potentilla drummondii	herbaceous
Potentilla dryadanthoides	herbaceous
Potentilla effusa	herbaceous
Potentilla erecta	herbaceous
Potentilla filipendula	not assigned
Potentilla flagellaris	not assigned
Potentilla fragarioides	not assigned
Potentilla freyniana	herbaceous
Potentilla frigida	herbaceous
Potentilla fruticosa	herbaceous
Potentilla fulgens	herbaceous
Potentilla gelida	herbaceous
Potentilla glabra	herbaceous
Potentilla glandulosa	herbaceous
Potentilla gracilis	herbaceous
Potentilla grandiflora	herbaceous
Potentilla griffithii	herbaceous
Potentilla heptaphylla	herbaceous
Potentilla hippiana	herbaceous
Potentilla hirta	herbaceous
Potentilla hybrida	not assigned
Potentilla hyparctica	herbaceous
Potentilla impolita	not assigned
Potentilla incana	herbaceous
Potentilla inclinata	herbaceous
Potentilla indica	herbaceous
Potentilla intermedia	herbaceous
Potentilla kleiniana	herbaceous
Potentilla laciniosa	herbaceous
Potentilla ledebouriana	herbaceous
Potentilla leucopolitana	herbaceous
Potentilla libanotica	herbaceous
Potentilla lindackeri	not assigned
Potentilla malacotricha	herbaceous
Potentilla matsumurae	herbaceous
Potentilla micrantha	herbaceous
Potentilla millegrana	herbaceous
Potentilla mixta	herbaceous
Potentilla monspeliensis	herbaceous
Potentilla moorcroftii	herbaceous
Potentilla multicaulis	herbaceous
Potentilla multifida	herbaceous
Potentilla neglecta	not assigned
Potentilla neumanniana	herbaceous
Potentilla newberryi	herbaceous
Potentilla nivea	herbaceous
Potentilla norvegica	herbaceous
Potentilla nudicaulis	not assigned
Potentilla orientalis	herbaceous
Potentilla palustris	herbaceous
Potentilla pamirica	herbaceous
Potentilla pamiroalaica	herbaceous
Potentilla paradoxa	herbaceous
Potentilla parvifolia	herbaceous
Potentilla pedata	herbaceous
Potentilla peduncularis	herbaceous
Potentilla pennsylvanica	herbaceous
Potentilla pensylvanica	not assigned
Potentilla pentandra	herbaceous
Potentilla plattensis	herbaceous
Potentilla polyphylla	not assigned
Potentilla praecox	not assigned
Potentilla pulchella	not assigned
Potentilla pulcherrima	herbaceous
Potentilla pusilla	not assigned
Potentilla recta	herbaceous
Potentilla reptans	herbaceous
Potentilla rhenana	herbaceous
Potentilla rugulosa	not assigned
Potentilla rupestris	herbaceous
Potentilla salesoviana	herbaceous
Potentilla silesiaca	herbaceous
Potentilla simplex	herbaceous
Potentilla sordida	not assigned
Potentilla sterilis	herbaceous
Potentilla strigosa	not assigned
Potentilla subarenaria	not assigned
Potentilla suberecta	herbaceous
Potentilla subviscosa	herbaceous
Potentilla supina	herbaceous
Potentilla szovitsii	herbaceous
Potentilla tabernaemontani	herbaceous
Potentilla tanacetifolia	herbaceous
Potentilla tauacetifolia	herbaceous
Potentilla thuringiaca	herbaceous
Potentilla thyrsiflora	herbaceous
Potentilla tridentata	herbaceous
Potentilla uniflora	not assigned
Potentilla verna	herbaceous
Potentilla verticillaris	not assigned
Potentilla villosa	herbaceous
Potentilla wiemanniana	not assigned
Poteranthera tetraptera	not assigned
Poterium magnolii	not assigned
Poterium sanguisorba	herbaceous
Poterium spinosum	conflicting (herbaceous vs. woody)
Pothomorphe peltata	woody
Pothos chinensis	not assigned
Pothos cylindricus	not assigned
Pothos inaequilaterus	herbaceous
Pothos longifolius	herbaceous
Pothos longipes	herbaceous
Pothos scandens	herbaceous
Potoxylon melagangai	not assigned
Pottsia laxiflora	not assigned
Poulsenia armata	woody
Poupartia amazonica	woody
Poupartia axillaris	not assigned
Poupartia minor	woody
Poupartia orientalis	woody
Pourouma apiculata	woody
Pourouma bicolor	woody
Pourouma cecropiaefolia	woody
Pourouma cecropiifolia	woody
Pourouma cucura	woody
Pourouma deeplob	not assigned
Pourouma guianensis	woody
Pourouma hirsutipetiolata	woody
Pourouma medioarco	not assigned
Pourouma melinonii	woody
Pourouma minor	woody
Pourouma mollis	woody
Pourouma myrmecophila	not assigned
Pourouma napoensis	woody
Pourouma persecta	not assigned
Pourouma petiolulata	woody
Pourouma tomentosa	woody
Pourouma triloba	not assigned
Pourouma velutina	not assigned
Pourouma villosa	woody
Pourthiaea villosa	not assigned
Pouteria adolfi-frederici	not assigned
Pouteria adolfi-friederici	not assigned
Pouteria adolfi-friedericii	not assigned
Pouteria alnifolia	not assigned
Pouteria altissima	not assigned
Pouteria amapaensis	not assigned
Pouteria ambelaniifolia	not assigned
Pouteria amygdalina	not assigned
Pouteria anchalisa	not assigned
Pouteria angostaloopy	not assigned
Pouteria anibifolia	not assigned
Pouteria aningeri	not assigned
Pouteria anomala	woody
Pouteria arcuata	not assigned
Pouteria arnhemica	not assigned
Pouteria atabapoensis	not assigned
Pouteria attenuata	not assigned
Pouteria australis	not assigned
Pouteria baehniana	woody
Pouteria bangii	woody
Pouteria beaurepairei	woody
Pouteria belizensis	not assigned
Pouteria benai	not assigned
Pouteria benoistii	not assigned
Pouteria bilocularis	woody
Pouteria boliviana	woody
Pouteria buenaventurensis	not assigned
Pouteria butyrocarpa	not assigned
Pouteria caimito	woody
Pouteria calistophylla	not assigned
Pouteria campanulata	woody
Pouteria campechiana	woody
Pouteria carabobensis	not assigned
Pouteria castanosperma	not assigned
Pouteria chartacea	not assigned
Pouteria chiricana	not assigned
Pouteria chocoensis	not assigned
Pouteria cladantha	woody
Pouteria cooperi	not assigned
Pouteria coriacea	not assigned
Pouteria costata	not assigned
Pouteria crassifolia	woody
Pouteria crassinervia	not assigned
Pouteria cuatrecasasii	not assigned
Pouteria cuprea	not assigned
Pouteria cuspidata	woody
Pouteria dasystyla	not assigned
Pouteria decorticans	woody
Pouteria decussata	not assigned
Pouteria demerarae	not assigned
Pouteria dentata	not assigned
Pouteria domingensis	not assigned
Pouteria doonsaf	not assigned
Pouteria doradagrande	not assigned
Pouteria duclitan	not assigned
Pouteria durlandii	woody
Pouteria echinocarpa	not assigned
Pouteria egregia	not assigned
Pouteria elegans	woody
Pouteria engleri	not assigned
Pouteria ephedrantha	woody
Pouteria espinae	not assigned
Pouteria eugeniifolia	not assigned
Pouteria euphlebia	not assigned
Pouteria excelsa	not assigned
Pouteria filipes	woody
Pouteria firma	not assigned
Pouteria fissilis	not assigned
Pouteria fossicola	woody
Pouteria foveolata	not assigned
Pouteria fragrans	not assigned
Pouteria franciscana	not assigned
Pouteria galactoxylon	not assigned
Pouteria gardneri	not assigned
Pouteria gardneriana	woody
Pouteria glomerata	woody
Pouteria gomphiifolia	woody
Pouteria gongrijpii	woody
Pouteria gongylocarpa	not assigned
Pouteria gracilis	woody
Pouteria grandiflora	not assigned
Pouteria grandis	not assigned
Pouteria granopaca	not assigned
Pouteria guianensis	woody
Pouteria gutta	not assigned
Pouteria hispida	woody
Pouteria izabalensis	not assigned
Pouteria jariensis	not assigned
Pouteria jenmanii	not assigned
Pouteria juruana	woody
Pouteria kaernbachiana	not assigned
Pouteria krukovii	not assigned
Pouteria laevigata	not assigned
Pouteria largamembra	not assigned
Pouteria lasiocarpa	woody
Pouteria laurifolia	woody
Pouteria lauterbachiana	not assigned
Pouteria linggensis	not assigned
Pouteria lucuma	not assigned
Pouteria lucumifolia	woody
Pouteria maclayana	not assigned
Pouteria macrantha	not assigned
Pouteria macrocarpa	not assigned
Pouteria macrophylla	woody
Pouteria macropoda	not assigned
Pouteria maingayi	not assigned
Pouteria malaccensis	woody
Pouteria mammosa	not assigned
Pouteria manaosensis	woody
Pouteria melanopoda	not assigned
Pouteria membranacea	not assigned
Pouteria minima	not assigned
Pouteria minutiflora	not assigned
Pouteria moluccana	not assigned
Pouteria multiflora	woody
Pouteria myrsinodendron	not assigned
Pouteria neglecta	not assigned
Pouteria nemorosa	woody
Pouteria nitida	not assigned
Pouteria novo-zelandica	not assigned
Pouteria nudipetala	not assigned
Pouteria obidensis	not assigned
Pouteria oblanceolata	not assigned
Pouteria obovata	not assigned
Pouteria obovoidea	not assigned
Pouteria obscura	not assigned
Pouteria oppositifolia	not assigned
Pouteria orinocoensis	not assigned
Pouteria ovata	not assigned
Pouteria pachycalyx	not assigned
Pouteria pachycarpa	not assigned
Pouteria papyracea	not assigned
Pouteria paraensis	not assigned
Pouteria paralabatia	not assigned
Pouteria pariry	woody
Pouteria peciolote	not assigned
Pouteria pentasperma	not assigned
Pouteria petiolata	woody
Pouteria pierrei	not assigned
Pouteria platyphylla	woody
Pouteria pohlmaniana	woody
Pouteria procera	woody
Pouteria pubescens	woody
Pouteria purusiana	not assigned
Pouteria queenslandica	not assigned
Pouteria ramiflora	woody
Pouteria redondita	not assigned
Pouteria reticulata	woody
Pouteria retinervis	woody
Pouteria rhynchocarpa	woody
Pouteria richardii	not assigned
Pouteria rivicoa	not assigned
Pouteria robusta	not assigned
Pouteria rodriguesiana	not assigned
Pouteria rostrata	woody
Pouteria sagotiana	not assigned
Pouteria salicifolia	not assigned
Pouteria sandwicensis	woody
Pouteria sapota	woody
Pouteria schrophylla	not assigned
Pouteria sclerocarpa	not assigned
Pouteria scytalophora	not assigned
Pouteria sericea	not assigned
Pouteria silvestris	woody
Pouteria simulans	woody
Pouteria smedobov	not assigned
Pouteria solimoesensis	not assigned
Pouteria speciosa	woody
Pouteria splendens	not assigned
Pouteria stipitata	woody
Pouteria suavis	not assigned
Pouteria superba	not assigned
Pouteria surumuensis	woody
Pouteria tarapotensis	woody
Pouteria temare	not assigned
Pouteria torricellensis	not assigned
Pouteria torta	woody
Pouteria tortachica	not assigned
Pouteria tortachicorden	not assigned
Pouteria trichopoda	not assigned
Pouteria trigonosperma	not assigned
Pouteria trilocularis	woody
Pouteria unilocularis	not assigned
Pouteria venosa	woody
Pouteria vernicosa	not assigned
Pouteria vestita	not assigned
Pouteria villamilii	not assigned
Pouteria virescens	woody
Pouteria viridis	not assigned
Pouteria vitiensis	not assigned
Pouteria vrieseana	not assigned
Pouteria williamii	not assigned
Pouteria wurdackii	not assigned
Pouteria xerocarpa	not assigned
Pouzolzia bracteosa	herbaceous
Pouzolzia mixta	woody
Pouzolzia obliqua	not assigned
Pouzolzia parasitica	herbaceous
Pouzolzia shirensis	woody
Pouzolzia zeylanica	herbaceous
Pozoa coriacea	herbaceous
Pradosia atroviolacea	woody
Pradosia cochlearia	not assigned
Pradosia inophylla	not assigned
Pradosia melinonii	woody
Pradosia ptychandra	not assigned
Pradosia schomburgkiana	not assigned
Pradosia surinamensis	woody
Prainea cuspidata	not assigned
Prainea limpato	not assigned
Prainea papuana	not assigned
Prangos asperula	herbaceous
Prangos goniocarpa	not assigned
Prangos pabularia	herbaceous
Prangos trifida	herbaceous
Praravinia sericotricha	not assigned
Praravinia suberosa	not assigned
Prasium majus	woody
Prasophyllum affine	herbaceous
Prasophyllum australe	herbaceous
Prasophyllum brevilabre	herbaceous
Prasophyllum colensoi	herbaceous
Prasophyllum elatum	herbaceous
Prasophyllum fitzgeraldii	herbaceous
Prasophyllum flavum	herbaceous
Prasophyllum frenchii	herbaceous
Prasophyllum lindleyanum	herbaceous
Prasophyllum morganii	herbaceous
Prasophyllum odoratum	herbaceous
Prasophyllum patens	herbaceous
Prasophyllum rogersii	herbaceous
Prasophyllum sphacelatum	herbaceous
Prasophyllum suttonii	herbaceous
Pratia angulata	woody
Pratia hederacea	herbaceous
Pratia pedunculata	not assigned
Pratia physaloides	not assigned
Pratia purpurascens	herbaceous
Pratia purpurescens	not assigned
Pratia repens	not assigned
Pratia surrepens	not assigned
Praxelis pauciflora	herbaceous
Premna acuminata	not assigned
Premna angolensis	not assigned
Premna bengalensis	not assigned
Premna chrysoclada	not assigned
Premna corymbosa	not assigned
Premna fulva	not assigned
Premna herbacea	not assigned
Premna latifolia	not assigned
Premna lignum-vitae	not assigned
Premna longipetiolata	not assigned
Premna lucens	not assigned
Premna maxima	not assigned
Premna microphylla	not assigned
Premna obtusifolia	not assigned
Premna oligotricha	not assigned
Premna pyramidata	not assigned
Premna resinosa	not assigned
Premna schimperi	not assigned
Premna senensis	not assigned
Premna serratifolia	not assigned
Premna taitensis	not assigned
Premna tomentosa	not assigned
Premna villosa	not assigned
Prenanthes alba	herbaceous
Prenanthes purpurea	herbaceous
Prenia sladeniana	herbaceous
Prenia tetragona	woody
Prestoea acuminata	woody
Prestoea decurrens	woody
Prestoea lindeniana	woody
Prestoea montana	woody
Prestoea regia	woody
Prestoea schultzeana	not assigned
Prestonia acutifolia	not assigned
Prestonia coalita	not assigned
Prestonia dusenii	not assigned
Prestonia ipomaeifolia	not assigned
Prestonia lagoensis	not assigned
Prestonia mexicana	not assigned
Prestonia obovata	not assigned
Prestonia plumierifolia	not assigned
Prestonia portobellensis	not assigned
Prestonia quinquangularis	not assigned
Prestonia riedelii	not assigned
Prestonia tomentosa	not assigned
Prevostea heudelotii	not assigned
Prieurella prieurii	not assigned
Primula acaulis	herbaceous
Primula albenensis	herbaceous
Primula algida	herbaceous
Primula alpicola	not assigned
Primula amoena	not assigned
Primula apennina	herbaceous
Primula auricula	herbaceous
Primula auriculata	herbaceous
Primula beesiana	not assigned
Primula borealis	herbaceous
Primula boveana	herbaceous
Primula bulleyana	not assigned
Primula cachemeriana	herbaceous
Primula canescens	not assigned
Primula capitata	not assigned
Primula chungensis	not assigned
Primula clusiana	herbaceous
Primula columnae	not assigned
Primula cortusoides	not assigned
Primula daonensis	herbaceous
Primula elatior	herbaceous
Primula eximia	herbaceous
Primula farinosa	herbaceous
Primula florindae	not assigned
Primula glaucescens	herbaceous
Primula glutinosa	herbaceous
Primula helodoxa	not assigned
Primula hirsuta	herbaceous
Primula incana	herbaceous
Primula integrifolia	not assigned
