Species	PFT
Poa leptoclada	grass
Poa leptocoma	grass
Poa ligularis	grass
Poa linearifolia	grass
Poa macrantha	grass
Poa macrocalyx	grass
Poa macusaniensis	grass
Poa mannii	grass
Poa meionectes	grass
Poa millii	grass
Poa minor	grass
Poa molinerii	grass
Poa nannfeldtii	grass
Poa nemoralis	grass
Poa nervosa	grass
Poa ochroleuca	grass
Poa orba	grass
Poa palustris	grass
Poa parvifolia	grass
Poa persica	grass
Poa phillipsiana	grass
Poa plicata	grass
Poa poiformis	grass
Poa pratensis	grass
Poa rauhii	grass
Poa reclinata	grass
Poa remota	grass
Poa resinulosa	grass
Poa rigida	grass
Poa sallacustris	grass
Poa saltuensis	grass
Poa sandvicensis	grass
Poa schimperiana	grass
Poa secunda	grass
Poa serotina	grass
Poa serpana	grass
Poa sibirica	grass
Poa sichotensis	grass
Poa sieberiana	grass
Poa sinaica	grass
Poa sphondylodes	grass
Poa stuckertii	grass
Poa subfastigiata	grass
Poa supina	grass
Poa sylvestris	grass
Poa tenera	grass
Poa thomasii	grass
Poa tianschanica	grass
Poa triodioides	grass
Poa trivialis	grass
Poa trollii	grass
Poa umbricola	grass
Poa versicolor	grass
Poaceae	grass
Poacynum lancifolium	not assigned (shrub)
Poacynum pictum	not assigned
Pochota fendleri	not assigned (tree)
Podachaenium eminens	not assigned (tree)
Podagrostis aequivalvis	grass
Podagrostis bacillata	grass
Podagrostis exserta	grass
Podagrostis humilis	grass
Podagrostis rosei	grass
Podagrostis sesquiflora	grass
Podagrostis thurberiana	grass
Podalyria	not assigned (legume?)
Podalyria calyptrata	not assigned (legume?)
Podalyria myrtillifolia	not assigned (legume?)
Podalyria sericea	not assigned (legume?)
Podanthus mitiqui	not assigned ()
Podanthus ovatifolius	not assigned ()
Podocarpaceae	not assigned ()
Podocarpus acutifolius	not assigned ()
Podocarpus archboldii	not assigned (tree)
Podocarpus brassii	not assigned ()
Podocarpus brevifolius	not assigned ()
Podocarpus chinensis	not assigned ()
Podocarpus coriaceus	not assigned ()
Podocarpus cunninghamii	not assigned
Podocarpus drouynianus	not assigned ()
Podocarpus elatus	not assigned ()
Podocarpus elongatus	not assigned (tree)
Podocarpus falcatus	not assigned (shrub)
Podocarpus gnidioides	not assigned ()
Podocarpus grayae	not assigned ()
Podocarpus guatemalensis	not assigned ()
Podocarpus henckelii	not assigned ()
Podocarpus henkelii	not assigned ()
Podocarpus lambertii	not assigned ()
Podocarpus latifolius	not assigned
Podocarpus lawrencei	not assigned ()
Podocarpus macrophyllus	not assigned (tree)
Podocarpus milanjianus	not assigned
Podocarpus neriifolius	not assigned
Podocarpus nivalis	not assigned (shrub)
Podocarpus nubigenus	not assigned
Podocarpus oleifolius	not assigned (tree)
Podocarpus parlatorei	not assigned ()
Podocarpus polystachyus	not assigned ()
Podocarpus rumphii	not assigned ()
Podocarpus salicifolius	not assigned (tree)
Podocarpus salignus	not assigned (tree)
Podocarpus spicatus	not assigned ()
Podocarpus spinulosus	not assigned ()
Podocarpus totara	not assigned (tree)
Podocarpus urbanii	not assigned (tree)
Podococcus barteri	not assigned ()
Podolepis arachnoidea	not assigned ()
Podolepis canescens	forb
Podolepis hieracioides	not assigned ()
Podolepis jaceoides	forb
Podolepis longipedata	not assigned ()
Podolepis neglecta	not assigned ()
Podolepis robusta	not assigned ()
Podolepis rugata	not assigned ()
Podolobium aciculiferum	not assigned (legume?)
Podolobium alpestre	not assigned (legume?)
Podolobium ilicifolium	not assigned (legume?)
Podolobium scandens	not assigned (legume?)
Podonephelium homei	not assigned ()
Podonosma orientalis	not assigned ()
Podophyllum peltatum	forb
Podopterus mexicanus	not assigned ()
Podostemum ceratophyllum	not assigned ()
Podotheca angustifolia	not assigned ()
Podotheca gnaphalioides	forb
Podotheca pritzelii	not assigned ()
Podotheca uniseta	not assigned ()
Podranea brycei	not assigned (shrub)
Poecilandra retusa	not assigned ()
Poecilanthe parviflora	not assigned (legume?)
Poeciloneuron indicum	not assigned (tree)
Poecilostachys oplismenoides	grass
Poeppigia procera	not assigned (tree)
Poga oleosa	not assigned (tree)
Pogogyne douglasii	not assigned ()
Pogogyne zizyphoroides	not assigned ()
Pogonarthria fleckii	grass
Pogonarthria leiarthra	grass
Pogonarthria refracta	grass
Pogonarthria squarrosa	grass
Pogonatherum	grass
Pogonatherum crinitum	grass
Pogonatherum paniceum	grass
Pogonia ophioglossoides	forb
Pogonochloa greenwayi	grass
Pogonophora sagotia	not assigned ()
Pogonophora schomburgkiana	not assigned (tree)
Pogonopus exsertus	not assigned ()
Pogonopus speciosus	not assigned ()
Pogonopus tubulosus	not assigned (shrub/tree)
Pogostemon parviflorus	not assigned ()
Poidium ambiguum	grass
Poidium brasiliense	grass
Poidium calotheca	grass
Poidium itatiaiae	grass
Poidium juergensii	grass
Poidium monandrum	grass
Poidium uniolae	grass
Poikilospermum erectum	not assigned ()
Poikilospermum suaveolens	not assigned (shrub)
Poiretia punctata	not assigned (legume?)
Poitea	not assigned (legume?)
Polanisia dodecandra	forb
Polanisia erosa	not assigned ()
Polanisia trachysperma	forb
Polanisia uniglandulosa	not assigned ()
Polemoniaceae	forb
Polemonium acutiflorum	forb
Polemonium boreale	not assigned ()
Polemonium caeruleum	forb
Polemonium californicum	not assigned ()
Polemonium carneum	not assigned ()
Polemonium eximium	not assigned ()
Polemonium foliosissimum	not assigned ()
Polemonium micranthum	not assigned ()
Polemonium occidentale	forb
Polemonium pauciflorum	not assigned ()
Polemonium pulcherrimum	not assigned ()
Polemonium reptans	not assigned ()
Polemonium viscosum	forb
Polhillides velutina	not assigned (herb/shrub)
Poliomintha incana	not assigned ()
Poliothyrsis sinensis	not assigned ()
Pollia condensata	forb
Pollia secundiflora	forb
Pollichia campestris	not assigned (shrub)
Polyachyrus carduoides	not assigned ()
Polyachyrus cinereus	not assigned ()
Polyachyrus fuscus	not assigned ()
Polyachyrus poeppigii	not assigned ()
Polyalthia asteriella	not assigned ()
Polyalthia australis	not assigned ()
Polyalthia cauliflora	not assigned ()
Polyalthia celebica	not assigned ()
Polyalthia cinnamomea	not assigned ()
Polyalthia corticosa	not assigned ()
Polyalthia elegans	not assigned ()
Polyalthia fragrans	not assigned ()
Polyalthia insignis	not assigned ()
Polyalthia lateriflora	not assigned ()
Polyalthia laui	not assigned (tree)
Polyalthia longifolia	not assigned (tree)
Polyalthia michaelii	not assigned ()
Polyalthia oblongifolia	not assigned ()
Polyalthia simiarum	not assigned
Polyalthia suaveolens	not assigned ()
Polyalthia suberosa	not assigned ()
Polyalthia sumatrana	not assigned (tree)
Polybotrya caudata	not assigned (fern)
Polybotrya osmundacea	not assigned (fern)
Polycalymma stuartii	not assigned ()
Polycarena pubescens	not assigned ()
Polycarpaea aurea	not assigned ()
Polycarpaea billei	not assigned ()
Polycarpaea breviflora	not assigned ()
Polycarpaea corymbosa	forb
Polycarpaea divaricata	forb
Polycarpaea eriantha	forb
Polycarpaea involucrata	not assigned ()
Polycarpaea linearifolia	not assigned ()
Polycarpaea longiflora	not assigned ()
Polycarpaea nivea	not assigned ()
Polycarpaea spirostylis	not assigned ()
Polycarpaea staminodina	not assigned ()
Polycarpaea tenuifolia	not assigned ()
Polycarpaea violacea	not assigned ()
Polycarpon polycarpoides	not assigned ()
Polycarpon prostratum	forb
Polycarpon succulentum	not assigned ()
Polycarpon tetraphyllum	forb
Polyclita turbinata	not assigned ()
Polycnemum arvense	forb
Polycnemum fontanesii	not assigned ()
Polycnemum heuffelii	not assigned ()
Polycnemum majus	forb
Polycnemum verrucosum	forb
Polyctenium fremontii	not assigned ()
Polygala	forb
Polygala adamsonii	forb
Polygala africana	forb
Polygala alba	not assigned ()
Polygala albida	forb
Polygala alpestris	forb
Polygala alpicola	not assigned ()
Polygala amara	forb
Polygala amarella	forb
Polygala arenaria	forb
Polygala arenicola	forb
Polygala arillata	not assigned (shrub/tree)
Polygala baumii	not assigned (shrub)
Polygala britteniana	forb
Polygala butyracea	not assigned ()
Polygala calcarea	forb
Polygala capillaris	forb
Polygala comosa	forb
Polygala cruciata	forb
Polygala dewevrei	forb
Polygala engleriana	forb
Polygala erioptera	forb
Polygala exelliana	not assigned (herb/shrub)
Polygala francisci	not assigned (herb/shrub)
Polygala gazensis	not assigned (shrub)
Polygala goetzei	forb
Polygala gomesiana	forb
Polygala gossweileri	forb
Polygala grandiflora	forb
Polygala guerichiana	not assigned ()
Polygala homblei	forb
Polygala hottentotta	not assigned (herb/shrub)
Polygala irregularis	not assigned ()
Polygala jamaicensis	not assigned ()
Polygala japonica	not assigned ()
Polygala kalaxariensis	not assigned (herb/shrub)
Polygala limae	forb
Polygala macrostigma	forb
Polygala major	not assigned ()
Polygala marensis	not assigned (shrub)
Polygala melilotoides	forb
Polygala mendoncae	forb
Polygala microphylla	not assigned (shrub)
Polygala monspeliaca	not assigned ()
Polygala mossii	not assigned ()
Polygala myriantha	forb
Polygala myrtifolia	not assigned ()
Polygala nambalensis	forb
Polygala nicaeensis	not assigned ()
Polygala nyikensis	forb
Polygala ohlendorfiana	forb
Polygala orbicularis	not assigned ()
Polygala pallida	not assigned ()
Polygala paludicola	forb
Polygala paniculata	not assigned ()
Polygala persicariifolia	forb
Polygala petitiana	forb
Polygala polygama	forb
Polygala producta	not assigned (herb/shrub)
Polygala rehmannii	forb
Polygala rivularis	forb
Polygala rupestris	not assigned (shrub)
Polygala sadebeckiana	not assigned (herb/shrub)
Polygala sanguinea	forb
Polygala schinziana	forb
Polygala seminuda	forb
Polygala senega	forb
Polygala senensis	not assigned (herb/shrub)
Polygala serpyllifolia	forb
Polygala sibirica	forb
Polygala sparsiflora	forb
Polygala sphenoptera	not assigned (herb/shrub)
Polygala spicata	forb
Polygala stenopetala	not assigned (herb/shrub)
Polygala tatarinowii	not assigned ()
Polygala tenuifolia	forb
Polygala teretifolia	not assigned (shrub)
Polygala torrei	forb
Polygala transvaalensis	forb
Polygala uncinata	not assigned (herb/shrub)
Polygala usafuensis	forb
Polygala verticillata	forb
Polygala virgata	not assigned (shrub)
Polygala vulgaris	forb
Polygala westii	forb
Polygala wilmsii	forb
Polygala xanthina	forb
Polygala youngii	forb
Polygaloides chamaebuxus	forb
Polygaloides paucifolia	forb
Polygonaceae	forb
Polygonanthus amazonicus	not assigned (shrub/tree)
Polygonatum	forb
Polygonatum acuminatifolium	forb
Polygonatum biflorum	forb
Polygonatum hybridum	forb
Polygonatum latifolium	forb
Polygonatum multiflorum	forb
Polygonatum odoratum	forb
Polygonatum ovatum	forb
Polygonatum pubescens	forb
Polygonatum sibiricum	forb
Polygonatum verticillatum	forb
Polygonella articulata	forb
Polygonum	forb
Polygonum acuminatum	not assigned ()
Polygonum angustifolium	forb
Polygonum arenarium	not assigned ()
Polygonum arenastrum	forb
Polygonum argyrocoleum	forb
Polygonum aviculare	forb
Polygonum bellardii	forb
Polygonum bistorta	forb
Polygonum boreale	forb
Polygonum dissitiflorum	not assigned ()
Polygonum douglasii	forb
Polygonum equisetiforme	forb
Polygonum erectum	forb
Polygonum humifusum	not assigned ()
Polygonum hydropiperoides	forb
Polygonum maritimum	forb
Polygonum orientale	forb
Polygonum oxyspermum	forb
Polygonum palastinum	forb
Polygonum paronychia	forb
Polygonum parryi	forb
Polygonum patulum	forb
Polygonum pensylvanicum	forb
Polygonum persicaria	forb
Polygonum plebeium	forb
Polygonum polygaloides	forb
Polygonum polystachyum	forb
Polygonum punctatum	forb
Polygonum ramosissimum	forb
Polygonum romanum	not assigned ()
Polygonum sagittatum	forb
Polygonum salicifolium	not assigned ()
Polygonum songaricum	forb
Polygonum tenue	forb
Polylepis australis	not assigned (tree)
Polylepis incana	not assigned ()
Polylepis pallidistigma	not assigned ()
Polylepis rugulosa	not assigned ()
Polylepis sericea	not assigned ()
Polylepis tarapacana	not assigned (tree)
Polymeria ambigua	forb
Polymeria calycina	not assigned ()
Polymnia canadensis	not assigned ()
Polyosma alangiacea	not assigned (tree)
Polyosma cambodiana	not assigned (tree)
Polyosma cunninghamii	not assigned (tree)
Polyosma hirsuta	not assigned (tree)
Polyosma ilicifolia	not assigned (tree)
Polyosma integrifolia	not assigned (tree)
Polyosma laetevirens	not assigned (shrub)
Polyosma rhytophloia	not assigned (tree)
Polyphlebium diaphanum	not assigned (fern)
Polyphlebium venosum	not assigned (fern)
Polypodiaceae	not assigned (fern)
Polypodium ciliatum	not assigned (fern)
Polypodium interjectum	not assigned (fern)
Polypodium mantoniae	not assigned (fern)
Polypodium virginianum	not assigned (fern)
Polypodium vulgare	not assigned (fern)
Polypogon elongatus	grass
Polypogon griquensis	grass
Polypogon interruptus	grass
Polypogon magellanicus	grass
Polypogon monspeliensis	grass
Polypogon schimperianus	grass
Polypogon viridis	grass
Polyscias	not assigned (tree)
Polyscias albersiana	not assigned (tree)
Polyscias australiana	not assigned (tree)
Polyscias cissodendron	not assigned ()
Polyscias cutispongia	not assigned ()
Polyscias elegans	not assigned
Polyscias ferruginea	not assigned ()
Polyscias fulva	not assigned (tree)
Polyscias kikuyuensis	not assigned ()
Polyscias koordersii	not assigned ()
Polyscias maraisiana	not assigned ()
Polyscias mollis	not assigned ()
Polyscias montana	not assigned (tree)
Polyscias murrayi	not assigned ()
Polyscias nodosa	not assigned ()
Polyscias ornifolia	not assigned ()
Polyscias purpurea	not assigned ()
Polyscias repanda	not assigned ()
Polyscias sambucifolia	not assigned
Polyscias sandwicensis	not assigned ()
Polyscias spectabilis	not assigned ()
Polyscias verrucosa	not assigned ()
Polysphaeria dischistocalyx	not assigned ()
Polysphaeria multiflora	not assigned ()
Polysphaeria parvifolia	not assigned ()
Polyspora	not assigned (tree)
Polyspora amboinensis	not assigned ()
Polyspora axillaris	not assigned (tree)
Polyspora concentricicatrix	not assigned ()
Polyspora hainanensis	not assigned ()
Polyspora luzonica	not assigned ()
Polyspora ovalis	not assigned ()
Polyspora papuana	not assigned ()
Polyspora taipingensis	not assigned ()
Polystachya adansoniae	forb
Polystachya affinis	forb
Polystachya albescens	forb
Polystachya armeniaca	forb
Polystachya asper	forb
Polystachya brassii	forb
Polystachya caespitifica	forb
Polystachya calluniflora	forb
Polystachya campyloglossa	forb
Polystachya concreta	forb
Polystachya cultriformis	forb
Polystachya dendrobiiflora	forb
Polystachya epiphytica	forb
Polystachya erythrocephala	forb
Polystachya fusiformis	forb
Polystachya goetzeana	forb
Polystachya golungensis	forb
Polystachya greatrexii	forb
Polystachya heckmanniana	forb
Polystachya holmesiana	forb
Polystachya johnstonii	forb
Polystachya kaluluensis	forb
Polystachya laurenceana	forb
Polystachya lindblomii	forb
Polystachya mafingensis	forb
Polystachya magnibracteata	forb
Polystachya malilaensis	forb
Polystachya melanantha	forb
Polystachya minima	forb
Polystachya modesta	forb
Polystachya moreauae	forb
Polystachya mzuzuensis	forb
Polystachya ottoniana	forb
Polystachya parva	forb
Polystachya pubescens	forb
Polystachya purpureobracteata	forb
Polystachya saccata	forb
Polystachya simplex	forb
Polystachya songaniensis	forb
Polystachya spatella	forb
Polystachya stuhlmannii	forb
Polystachya suaveolens	forb
Polystachya subumbellata	forb
Polystachya transvaalensis	forb
Polystachya vaginata	forb
Polystachya valentina	forb
Polystachya villosa	forb
Polystachya vulcanica	forb
Polystachya zambesiaca	forb
Polystemma cordifolium	not assigned ()
Polystemma scopulorum	not assigned ()
Polystichum acrostichoides	not assigned (fern)
Polystichum aculeatum	not assigned (fern)
Polystichum braunii	not assigned (fern)
Polystichum deltodon	not assigned (fern)
Polystichum discolor	not assigned (fern)
Polystichum formosum	not assigned (fern)
Polystichum lonchitis	not assigned (fern)
Polystichum luctuosum	not assigned (fern)
Polystichum luerssenii	not assigned (fern)
Polystichum montevidense	not assigned (fern)
Polystichum munitum	not assigned (fern)
Polystichum neozelandicum	not assigned (fern)
Polystichum setiferum	not assigned (fern)
Polystichum tripteron	not assigned (fern)
Polystichum vestitum	not assigned (fern)
Polystichum zambesiacum	not assigned (fern)
Polytaenia nuttallii	forb
Polytaenia texana	forb
Polytaenium citrifolium	not assigned (fern)
Polytoca biaurita	grass
Polytoca cyathopoda	grass
Polytoca gigantea	grass
Polytoca hubbardiana	grass
Polytoca javanica	grass
Polytoca macrophylla	grass
Polytoca massiei	grass
Polytoca punctata	grass
Polytoca semiteres	grass
Polytrias indica	grass
Polytrichum	not assigned (moss)
Polytrichum commune	not assigned (moss)
Polytrichum juniperinum	not assigned (moss)
Pomaderris	not assigned ()
Pomaderris adnata	not assigned ()
Pomaderris amoena	not assigned ()
Pomaderris andromedifolia	not assigned ()
Pomaderris angustifolia	not assigned ()
Pomaderris apetala	not assigned ()
Pomaderris argyrophylla	not assigned ()
Pomaderris aspera	not assigned ()
Pomaderris aurea	not assigned ()
Pomaderris betulina	not assigned ()
Pomaderris brogoensis	not assigned ()
Pomaderris brunnea	not assigned ()
Pomaderris cinerea	not assigned ()
Pomaderris costata	not assigned ()
Pomaderris cotoneaster	not assigned ()
Pomaderris crassifolia	not assigned ()
Pomaderris discolor	not assigned ()
Pomaderris edgerleyi	not assigned ()
Pomaderris elachophylla	not assigned ()
Pomaderris elliptica	not assigned ()
Pomaderris eriocephala	not assigned ()
Pomaderris ferruginea	not assigned (shrub)
Pomaderris forrestiana	not assigned ()
Pomaderris halmaturina	not assigned ()
Pomaderris hamiltonii	not assigned ()
Pomaderris helianthemifolia	not assigned ()
Pomaderris intermedia	not assigned ()
Pomaderris kumeraho	not assigned ()
Pomaderris lanigera	not assigned (shrub)
Pomaderris ledifolia	not assigned ()
Pomaderris myrtilloides	not assigned ()
Pomaderris obcordata	not assigned ()
Pomaderris oraria	not assigned ()
Pomaderris paniculosa	not assigned ()
Pomaderris parrisiae	not assigned ()
Pomaderris pauciflora	not assigned ()
Pomaderris phylicifolia	not assigned ()
Pomaderris phyllirioides	not assigned ()
Pomaderris pilifera	not assigned ()
Pomaderris prunifolia	not assigned ()
Pomaderris racemosa	not assigned ()
Pomaderris rugosa	not assigned ()
Pomaderris sericea	not assigned ()
Pomaderris subplicata	not assigned ()
Pomaderris vacciniifolia	not assigned ()
Pomaderris vellea	not assigned ()
Pomaderris velutina	not assigned ()
Pomaderris virgata	not assigned ()
Pomaria lactea	not assigned (legume?)
Pomax umbellata	not assigned (shrub)
Pombalia atropurpurea	not assigned (herb/shrub)
Pombalia attenuata	not assigned ()
Pombalia calceolaria	forb
Pombalia prunifolia	not assigned (shrub)
Pombalia sprucei	not assigned ()
Pometia pinnata	not assigned
Pometia ridleyi	not assigned ()
Pommereulla cornucopiae	grass
Pongamia pinnata	not assigned
Pongamiopsis amygdalina	not assigned (legume?)
Pongamiopsis pervilleana	not assigned (legume?)
Pongamiopsis viguieri	not assigned (legume?)
Pontederia	forb
Pontederia africana	forb
Pontederia cordata	forb
Pontederia crassipes	forb
Pontederia hastata	forb
Pontederia korsakowii	forb
Pontederia rotundifolia	not assigned ()
Pontederia vaginalis	not assigned ()
Ponthieva ephippium	forb
Popowia gracilis	not assigned (shrub/tree)
Popowia hirta	not assigned ()
Popowia pisocarpa	not assigned ()
Popowia tomentosa	not assigned ()
Populus	not assigned
Populus acuminata	not assigned ()
Populus adenopoda	not assigned (tree)
Populus alba	not assigned (tree)
Populus angustifolia	not assigned (tree)
Populus balsamifera	not assigned (tree)
Populus berolinensis	not assigned ()
Populus bolleana	not assigned (tree)
Populus canadensis	not assigned
Populus canescens	not assigned (tree)
Populus cathayana	not assigned (tree)
Populus ciliata	not assigned
Populus deltoides	not assigned
Populus euphratica	not assigned (tree)
Populus fremontii	not assigned (tree)
Populus grandidentata	not assigned (tree)
Populus heterophylla	not assigned (tree)
Populus hopeiensis	not assigned (tree)
Populus hybrida	not assigned (tree)
Populus ilicifolia	not assigned ()
Populus jackii	not assigned
Populus kangdingensis	not assigned ()
Populus lasiocarpa	not assigned (tree)
Populus laurifolia	not assigned ()
Populus monilifera	not assigned ()
Populus nigra	not assigned (tree)
Populus petrowskiana	not assigned ()
Populus pruinosa	not assigned (shrub/tree)
Populus pseudosimonii	not assigned ()
Populus robusta	not assigned ()
Populus rotundifolia	not assigned ()
Populus sieboldii	not assigned
Populus simonii	not assigned (tree)
Populus suaveolens	not assigned
Populus tomentosa	not assigned ()
Populus tremula	not assigned (tree)
Populus tremuloides	not assigned (tree)
Populus trichocarpa	not assigned (tree)
Populus wilsonii	not assigned ()
Populus xiaohei	not assigned
Populus yunnanensis	not assigned ()
Poranopsis paniculata	not assigned ()
Poranthera corymbosa	not assigned (shrub)
Poranthera ericifolia	not assigned (shrub)
Poranthera huegelii	not assigned ()
Poranthera microphylla	forb
Poraqueiba guianensis	not assigned (shrub/tree)
Poraqueiba sericea	not assigned (shrub/tree)
Porcelia macrocarpa	not assigned ()
Porcelia mediocris	not assigned (tree)
Porcelia nitidifolia	not assigned (tree)
Porlieria angustifolia	not assigned (shrub)
Porlieria chilensis	not assigned ()
Porlieria microphylla	not assigned
Porophyllum gracile	not assigned (shrub)
Porophyllum lanceolatum	not assigned (shrub)
Porophyllum punctatum	not assigned ()
Porophyllum ruderale	forb
Porophyllum tagetoides	not assigned ()
Porpax compacta	forb
Porpax nyassana	forb
Porpax repens	forb
Porpax williamsonii	forb
Porphyrostemma chevalieri	not assigned ()
Porphyrostemma grantii	not assigned ()
Porterandia anisophylla	not assigned ()
Porterandia scortechinii	not assigned ()
Porterella carnosula	forb
Portulaca bicolor	forb
Portulaca cryptopetala	not assigned ()
Portulaca digyna	forb
Portulaca elatior	forb
Portulaca filifolia	forb
Portulaca foliosa	forb
Portulaca grandiflora	forb
Portulaca halimoides	forb
Portulaca hereroensis	forb
Portulaca intraterranea	forb
Portulaca kermesina	forb
Portulaca mauritiensis	not assigned ()
Portulaca molokiniensis	not assigned ()
Portulaca oleracea	forb
Portulaca oligosperma	not assigned ()
Portulaca philippii	forb
Portulaca pilosa	forb
Portulaca quadrifida	forb
Portulaca rhodesiana	forb
Portulaca suffrutescens	not assigned ()
Portulaca tuberosa	not assigned ()
Portulaca wightiana	forb
Portulacaria afra	not assigned (shrub/tree)
Portulacaria fruticulosa	not assigned (shrub)
Portulacaria namaquensis	not assigned (shrub)
Portulacaria pygmaea	forb
Posidonia australis	forb
Posidonia coriacea	forb
Posidonia oceanica	forb
Posidonia sinuosa	forb
Posoqueria	not assigned (tree)
Posoqueria acutifolia	not assigned ()
Posoqueria coriacea	not assigned
Posoqueria latifolia	not assigned (tree)
Posoqueria longiflora	not assigned ()
Potalia amara	not assigned ()
Potalia resinifera	not assigned ()
Potameia antevaratra	not assigned ()
Potameia capuronii	not assigned ()
Potameia thouarsiana	not assigned ()
Potamogeton	forb
Potamogeton acutifolius	forb
Potamogeton alpinus	forb
Potamogeton amplifolius	forb
Potamogeton angustifolius	forb
Potamogeton berchtoldii	forb
Potamogeton bicupulatus	not assigned ()
Potamogeton coloratus	forb
Potamogeton compressus	forb
Potamogeton cooperi	not assigned ()
Potamogeton crispus	forb
Potamogeton distinctus	not assigned ()
Potamogeton diversifolius	forb
Potamogeton epihydrus	forb
Potamogeton filiformis	forb
Potamogeton fluitans	not assigned ()
Potamogeton foliosus	forb
Potamogeton friesii	forb
Potamogeton gramineus	forb
Potamogeton illinoensis	forb
Potamogeton lucens	forb
Potamogeton natans	forb
Potamogeton nitens	forb
Potamogeton nodosus	forb
Potamogeton obtusifolius	forb
Potamogeton ochreatus	forb
Potamogeton oxyphyllus	forb
Potamogeton perfoliatus	forb
Potamogeton polygonifolius	forb
Potamogeton praelongus	forb
Potamogeton pulcher	not assigned ()
Potamogeton pusillus	forb
Potamogeton richardsonii	not assigned ()
Potamogeton robbinsii	forb
Potamogeton rutilus	forb
Potamogeton salicifolius	not assigned ()
Potamogeton schreberi	not assigned ()
Potamogeton sparganiifolius	not assigned ()
Potamogeton spathulatus	not assigned ()
Potamogeton strictifolius	not assigned ()
Potamogeton tepperi	forb
Potamogeton tricarinatus	forb
Potamogeton trichoides	forb
Potamogeton variifolius	not assigned ()
Potamogeton zosteriformis	forb
Potentilla	forb
Potentilla acaulis	forb
Potentilla agrimonioides	forb
Potentilla alba	forb
Potentilla ancistrifolia	not assigned ()
Potentilla anglica	forb
Potentilla argentea	forb
Potentilla argyrophylla	forb
Potentilla astracanica	forb
Potentilla aucheriana	forb
Potentilla aurea	forb
Potentilla aurulenta	not assigned ()
Potentilla betonicifolia	not assigned ()
Potentilla biennis	forb
Potentilla brauniana	forb
Potentilla canadensis	forb
Potentilla caulescens	forb
Potentilla chinensis	forb
Potentilla chrysantha	forb
Potentilla cinerea	forb
Potentilla clusiana	forb
Potentilla collina	forb
Potentilla concinna	forb
Potentilla conferta	not assigned ()
Potentilla congesta	forb
Potentilla crantzii	forb
Potentilla crinita	forb
Potentilla daucifolia	forb
Potentilla detommasii	not assigned ()
Potentilla discolor	not assigned ()
Potentilla diversifolia	forb
Potentilla douglasii	forb
Potentilla drummondii	forb
Potentilla effusa	forb
Potentilla erecta	forb
Potentilla flagellaris	not assigned ()
Potentilla fragarioides	not assigned ()
Potentilla freyniana	forb
Potentilla frigida	forb
Potentilla fulgens	forb
Potentilla gracilis	forb
Potentilla grandiflora	forb
Potentilla griffithii	forb
Potentilla hendersonii	forb
Potentilla heptaphylla	forb
Potentilla hippiana	forb
Potentilla hirta	forb
Potentilla hyparctica	forb
Potentilla incana	forb
Potentilla inclinata	forb
Potentilla indica	forb
Potentilla intermedia	forb
Potentilla leucopolitana	forb
Potentilla libanotica	forb
Potentilla lindackeri	not assigned ()
Potentilla lycopodioides	forb
Potentilla marinensis	forb
Potentilla matsumurae	forb
Potentilla micheneri	forb
Potentilla micrantha	forb
Potentilla mixta	forb
Potentilla multicaulis	forb
Potentilla multifida	forb
Potentilla neglecta	not assigned ()
Potentilla newberryi	forb
Potentilla nivea	forb
Potentilla norvegica	forb
Potentilla pamirica	forb
Potentilla pamiroalaica	forb
Potentilla paradoxa	forb
Potentilla parvifolia	forb
Potentilla pedata	forb
Potentilla pennsylvanica	forb
Potentilla pensylvanica	not assigned ()
Potentilla plattensis	forb
Potentilla praecox	not assigned ()
Potentilla pulchella	not assigned ()
Potentilla pulcherrima	forb
Potentilla pusilla	not assigned ()
Potentilla recta	forb
Potentilla reptans	forb
Potentilla rhenana	forb
Potentilla rivalis	forb
Potentilla sericata	forb
Potentilla silesiaca	forb
Potentilla simplex	forb
Potentilla sordida	not assigned ()
Potentilla splendens	not assigned ()
Potentilla sterilis	forb
Potentilla subarenaria	not assigned ()
Potentilla suberecta	forb
Potentilla subviscosa	forb
Potentilla sundaica	forb
Potentilla supina	forb
Potentilla szovitsii	forb
Potentilla tanacetifolia	forb
Potentilla tetrandra	forb
Potentilla thuringiaca	forb
Potentilla thyrsiflora	forb
Potentilla uniflora	forb
Potentilla verna	forb
Potentilla verticillaris	not assigned ()
Potentilla villosa	forb
Poteranthera	not assigned ()
Poteridium occidentale	forb
Poterium dodecandrum	forb
Poterium sanguisorba	forb
Poterium tenuifolium	not assigned ()
Poterium verrucosum	not assigned ()
Pothos chinensis	not assigned ()
Pothos cylindricus	not assigned ()
Pothos inaequilaterus	forb
Pothos longipes	forb
Pothos scandens	forb
Potoxylon melagangai	not assigned ()
Pottsia laxiflora	not assigned ()
Poulsenia armata	not assigned (tree)
Poupartia minor	not assigned (shrub/tree)
Poupartia orientalis	not assigned (tree)
Pourouma	not assigned ()
Pourouma bicolor	not assigned (tree)
Pourouma cecropiifolia	not assigned (tree)
Pourouma cucura	not assigned (tree)
Pourouma guianensis	not assigned (tree)
Pourouma hirsutipetiolata	not assigned (tree)
Pourouma melinonii	not assigned (tree)
Pourouma minor	not assigned (tree)
Pourouma mollis	not assigned
Pourouma myrmecophila	not assigned ()
Pourouma napoensis	not assigned (tree)
Pourouma petiolulata	not assigned (tree)
Pourouma tomentosa	not assigned
