Species	PFT
Cleistogenes festucacea	grass
Cleistogenes gatacrei	grass
Cleistogenes hackelii	grass
Cleistogenes hancei	grass
Cleistogenes kitagawae	grass
Cleistogenes mucronata	grass
Cleistogenes nedoluzhkoi	grass
Cleistogenes polyphylla	grass
Cleistogenes ramiflora	grass
Cleistogenes serotina	grass
Cleistogenes songorica	grass
Cleistogenes squarrosa	grass
Cleistopholis glauca	(tree)
Cleistopholis patens	(tree)
Clematicissus opaca	(shrub)
Clematicissus simsiana	not assigned
Clematicissus tweedieana	not assigned
Clematis acerifolia	(shrub)
Clematis aethusifolia	not assigned
Clematis affinis	not assigned
Clematis afoliata	not assigned
Clematis alpina	not assigned
Clematis apiifolia	not assigned
Clematis aristata	forb
Clematis armandii	not assigned
Clematis barbellata	not assigned
Clematis brachiata	not assigned
Clematis chrysocarpa	not assigned
Clematis cirrhosa	not assigned
Clematis columbiana	not assigned
Clematis commutata	not assigned
Clematis decipiens	not assigned
Clematis dioica	not assigned
Clematis drummondii	not assigned
Clematis fawcettii	not assigned
Clematis flammula	forb
Clematis florida	not assigned
Clematis foetida	not assigned
Clematis fusca	(shrub)
Clematis glauca	not assigned
Clematis glycinoides	forb
Clematis gouriana	not assigned
Clematis grandiflora	not assigned
Clematis heracleifolia	(shrub)
Clematis hexapetala	forb
Clematis hirsuta	not assigned
Clematis ibarensis	not assigned
Clematis integrifolia	not assigned
Clematis kirilowii	not assigned
Clematis ladakhiana	not assigned
Clematis lasiantha	forb
Clematis lathyrifolia	not assigned
Clematis ligusticifolia	not assigned
Clematis marata	forb
Clematis microphylla	not assigned
Clematis obscura	(shrub)
Clematis occidentalis	not assigned
Clematis oligophylla	not assigned
Clematis orientalis	not assigned
Clematis oweniae	not assigned
Clematis paniculata	forb
Clematis pauciflora	not assigned
Clematis pickeringii	not assigned
Clematis pinnata	forb
Clematis pitcheri	not assigned
Clematis pubescens	not assigned
Clematis recta	forb
Clematis rhodocarpa	not assigned
Clematis sibirica	forb
Clematis simensis	not assigned
Clematis songarica	not assigned
Clematis species	not assigned
Clematis tangutica	forb
Clematis terniflora	not assigned
Clematis texensis	not assigned
Clematis thalictrifolia	(shrub)
Clematis uhehensis	forb
Clematis uncinata	not assigned
Clematis villosa	forb
Clematis virginiana	not assigned
Clematis viridiflora	not assigned
Clematis vitalba	forb
Clematis viticella	forb
Clematis welwitschii	not assigned
Clematis zeylanica	not assigned
Cleomaceae species	not assigned
Cleome amblyocarpa	not assigned
Cleome arabica	forb
Cleome foliosa	not assigned
Cleome graveolens	not assigned
Cleome lutea	forb
Cleome macrophylla	forb
Cleome paradoxa	not assigned
Cleome ramosissima	not assigned
Cleome violacea	not assigned
Cleomella arborea	(shrub)
Cleomella multicaulis	forb
Cleomella obtusifolia	forb
Cleomella oxystyloides	not assigned
Cleomella palmeriana	not assigned
Cleomella platycarpa	forb
Cleomella refracta	forb
Cleonia lusitanica	not assigned
Cleoserrata speciosa	not assigned
Cleretum bellidiforme	forb
Cleretum clavatum	forb
Cleretum herrei	forb
Cleretum papulosum	forb
Clermontia arborescens	not assigned
Clermontia clermontioides	not assigned
Clermontia drepanomorpha	not assigned
Clermontia fauriei	(shrub)
Clermontia hawaiiensis	not assigned
Clermontia kakeana	not assigned
Clermontia micrantha	not assigned
Clermontia montis-loa	(shrub)
Clermontia oblongifolia	not assigned
Clermontia pallida	not assigned
Clermontia parviflora	(shrub)
Clermontia persicifolia	not assigned
Clermontia pyrularia	(tree)
Clermontia tuberculata	not assigned
Clerodendron species	not assigned
Clerodendrum bungei	not assigned
Clerodendrum capitatum	(shrub)
Clerodendrum cephalanthum	not assigned
Clerodendrum cyrtophyllum	not assigned
Clerodendrum deflexum	not assigned
Clerodendrum floribundum	not assigned
Clerodendrum fragrans	not assigned
Clerodendrum fuscum	not assigned
Clerodendrum globosum	not assigned
Clerodendrum humbertii	not assigned
Clerodendrum infortunatum	not assigned
Clerodendrum involucratum	not assigned
Clerodendrum johnstonii	(shrub)
Clerodendrum laevifolium	not assigned
Clerodendrum macrostegium	not assigned
Clerodendrum mandarinorum	not assigned
Clerodendrum polycephalum	not assigned
Clerodendrum scandens	not assigned
Clerodendrum splendens	not assigned
Clerodendrum tatei	not assigned
Clerodendrum tomentosum	(shrub/tree)
Clerodendrum trichotomum	not assigned
Clerodendrum villosum	not assigned
Clethra acuminata	(shrub)
Clethra alexandri	(tree)
Clethra alnifolia	(shrub)
Clethra barbinervis	(shrub/tree)
Clethra conzattiana	(tree)
Clethra costaricensis	(shrub/tree)
Clethra delavayi	not assigned
Clethra galeottiana	(tree)
Clethra hondurensis	not assigned
Clethra lanata	(tree)
Clethra mexicana	(tree)
Clethra occidentalis	(tree)
Clethra ovalifolia	(shrub/tree)
Clethra pringlei	not assigned
Clethra scabra	(tree)
Clethra suaveolens	not assigned
Clethra sumatrana	(shrub/tree)
Clethra vicentina	not assigned
Cleyera incornuta	not assigned
Cleyera integrifolia	(tree)
Cleyera japonica	(shrub/tree)
Cleyera obovata	not assigned
Cleyera pachyphylla	not assigned
Cleyera theaeoides	(tree)
Clianthus puniceus	(legume?)
Clibadium arboreum	(tree)
Clibadium divaricatum	(shrub)
Clibadium erosum	(tree)
Clibadium surinamense	(shrub)
Cliffortia burgersii	(shrub)
Cliffortia hirta	(shrub)
Cliffortia linearifolia	(shrub)
Cliffortia nitidula	(shrub)
Cliffortia ruscifolia	(shrub)
Cliffortia serpyllifolia	(shrub)
Cliftonia monophylla	(shrub/tree)
Climacoptera crassa	not assigned
Climacoptera lanata	not assigned
Climacoptera minkvitziae	not assigned
Climacoptera subcrassa	forb
Climacoptera turcomanica	not assigned
Clinopodium acinos	forb
Clinopodium alpinum	conflicting (forb vs. shrub)
Clinopodium calamintha	not assigned
Clinopodium chilense	(shrub)
Clinopodium chinense	forb
Clinopodium gilliesii	(shrub)
Clinopodium grandiflorum	not assigned
Clinopodium graveolens	not assigned
Clinopodium menthifolium	forb
Clinopodium nepeta	conflicting (forb vs. shrub)
Clinopodium odorum	(shrub)
Clinopodium serpyllifolium	not assigned
Clinopodium umbrosum	not assigned
Clinopodium vulgare	forb
Clinosperma vaginata	not assigned
Clinostigma savoryanum	not assigned
Clintonia andrewsiana	forb
Clintonia borealis	forb
Clintonia udensis	forb
Clintonia uniflora	forb
Cliococca selaginoides	forb
Clitoria amazonum	(shrub/tree)
Clitoria arborea	(tree)
Clitoria australis	(legume?)
Clitoria falcata	(legume?)
Clitoria glaberrima	(legume?)
Clitoria javitensis	(legume?)
Clitoria kaessneri	conflicting (forb vs. shrub)
Clitoria lasciva	(legume?)
Clitoria nana	legume
Clitoria ternatea	legume
Clivia nobilis	forb
Cloiselia carbonaria	(tree)
Clusia alata	(shrub/tree)
Clusia alba	(tree)
Clusia amazonica	(tree)
Clusia araracuarae	not assigned
Clusia clusioides	(tree)
Clusia criuva	(shrub/tree)
Clusia elliptica	(tree)
Clusia flava	(shrub)
Clusia flavida	(tree)
Clusia fluminensis	(shrub)
Clusia fockeana	(tree)
Clusia grandiflora	not assigned
Clusia gundlachii	(shrub)
Clusia hammeliana	(tree)
Clusia havetioides	(tree)
Clusia hilariana	(shrub)
Clusia insignis	(tree)
Clusia lundellii	(tree)
Clusia minor	(shrub/tree)
Clusia multiflora	(tree)
Clusia nigrolineata	(tree)
Clusia panapanari	not assigned
Clusia parviflora	(shrub)
Clusia penduliflora	not assigned
Clusia pusilla	(shrub)
Clusia rosea	(tree)
Clusia salvinii	not assigned
Clusia spathulaefolia	(shrub/tree)
Clusia species	not assigned
Clusia stenophylla	forb
Clusia uvitana	not assigned
Clusia valerioi	not assigned
Clutia abyssinica	(shrub)
Clutia affinis	(shrub)
Clutia brassii	(shrub)
Clutia conferta	conflicting (forb vs. shrub)
Clutia galpinii	(shrub)
Clutia hirsuta	forb
Clutia kilimandscharica	(shrub)
Clutia monticola	forb
Clutia paxii	(shrub)
Clutia pulchella	(shrub)
Clutia punctata	(shrub)
Clutia sessilifolia	(shrub)
Clutia swynnertonii	(shrub)
Clutia whytei	forb
Cluytia species	not assigned
Clypeola aspera	not assigned
Clypeola cyclodontea	not assigned
Clypeola jonthlaspi	forb
Cneoridium dumosum	(shrub)
Cneorum pulverulentum	(shrub)
Cneorum tricoccon	(shrub)
Cnesmocarpon dasyantha	not assigned
Cnestidium rufescens	(shrub/tree)
Cnestis ferruginea	(shrub)
Cnestis palala	(shrub/tree)
Cnestis platantha	(shrub/tree)
Cnestis polyphylla	(shrub/tree)
Cnidium cnidiifolium	forb
Cnidium monnieri	not assigned
Cnidoscolus aconitifolius	not assigned
Cnidoscolus angustidens	forb
Cnidoscolus bellator	not assigned
Cnidoscolus elasticus	(tree)
Cnidoscolus multilobus	(tree)
Cnidoscolus pubescens	(tree)
Cnidoscolus quercifolius	(tree)
Cnidoscolus spinosus	not assigned
Cnidoscolus tubulosus	(shrub/tree)
Cnidoscolus urens	not assigned
Coalisina angustifolia	forb
Coalisina polyanthera	not assigned
Coalisina species	not assigned
Cobaea scandens	(shrub)
Coccinia adoensis	forb
Coccinia barteri	forb
Coccinia fernandesiana	forb
Coccinia grandiflora	forb
Coccinia grandis	forb
Coccinia mildbraedii	forb
Coccinia quinqueloba	not assigned
Coccinia rehmannii	forb
Coccinia schliebenii	forb
Coccinia senensis	forb
Coccinia sessilifolia	forb
Coccinia subglabra	forb
Coccinia trilobata	not assigned
Coccocypselum hirsutum	not assigned
Coccocypselum lanceolatum	not assigned
Coccoloba acapulcensis	(shrub/tree)
Coccoloba acuminata	(shrub)
Coccoloba argentinensis	(shrub)
Coccoloba barbadensis	(tree)
Coccoloba caracasana	(tree)
Coccoloba colombiana	(tree)
Coccoloba coronata	(tree)
Coccoloba densifrons	(tree)
Coccoloba diversifolia	(tree)
Coccoloba excelsa	not assigned
Coccoloba fallax	(tree)
Coccoloba guanacastensis	not assigned
Coccoloba hondurensis	(tree)
Coccoloba johnstonii	(tree)
Coccoloba krugii	(tree)
Coccoloba latifolia	(tree)
Coccoloba lehmannii	(tree)
Coccoloba lepidota	(tree)
Coccoloba liebmannii	(tree)
Coccoloba liportizii	not assigned
Coccoloba longifolia	(tree)
Coccoloba manzinellensis	(tree)
Coccoloba microstachya	(tree)
Coccoloba mollis	(tree)
Coccoloba montana	(tree)
Coccoloba obtusifolia	not assigned
Coccoloba padiformis	(tree)
Coccoloba parimensis	(shrub)
Coccoloba peruviana	(tree)
Coccoloba porphyrostachys	not assigned
Coccoloba pubescens	(tree)
Coccoloba species	not assigned
Coccoloba swartzii	(shrub/tree)
Coccoloba tuerckheimii	(tree)
Coccoloba uvifera	(tree)
Coccoloba venosa	not assigned
Coccoloba warmingii	(tree)
Coccothrinax alta	not assigned
Coccothrinax argentata	not assigned
Coccothrinax jamaicensis	not assigned
Cocculus carolinus	not assigned
Cocculus diversifolius	not assigned
Cocculus hirsutus	not assigned
Cocculus laurifolius	not assigned
Cocculus orbiculatus	not assigned
Cocculus pendulus	not assigned
Cochemiea dioica	not assigned
Cochemiea grahamii	not assigned
Cochemiea hutchisoniana	not assigned
Cochlearia aestuaria	not assigned
Cochlearia anglica	forb
Cochlearia bavarica	not assigned
Cochlearia danica	forb
Cochlearia glastifolia	not assigned
Cochlearia groenlandica	not assigned
Cochlearia micacea	forb
Cochlearia officinalis	forb
Cochlearia pyrenaica	forb
Cochliasanthus caracalla	(legume?)
Cochlidium serrulatum	(fern)
Cochlospermum fraseri	(tree)
Cochlospermum gillivraei	not assigned
Cochlospermum orinocense	(shrub/tree)
Cochlospermum palmatifidum	forb
Cochlospermum planchonii	(tree)
Cochlospermum religiosum	(tree)
Cochlospermum tinctorium	(tree)
Cochlospermum vitifolium	(tree)
Cochlospermum wrightii	(shrub)
Cochranella pilosa	forb
Cocos nucifera	(tree)
Codariocalyx gyroides	(legume?)
Codia discolor	(tree)
Codiaeum variegatum	(shrub)
Codiocarpus merrittii	not assigned
Codon royenii	forb
Codon schenckii	not assigned
Codonanthe devosiana	not assigned
Codonanthopsis crassifolia	not assigned
Codonanthopsis uleana	forb
Codonoboea humilis	not assigned
Codonoboea platypus	not assigned
Codonocarpus attenuatus	(tree)
Codonocarpus cotinifolius	(tree)
Codonocarpus pyramidalis	not assigned
Codonopsis clematidea	not assigned
Codonopsis javanica	not assigned
Codonopsis rotundifolia	not assigned
Coelachne africana	grass
Coelachne auquieri	grass
Coelachne friesiorum	grass
Coelachne ghatica	grass
Coelachne infirma	grass
Coelachne japonica	grass
Coelachne minuta	grass
Coelachne perpusilla	grass
Coelachne pulchella	grass
Coelachne simpliciuscula	grass
Coelachne soerensenii	grass
Coelachyrum brevifolium	grass
Coelachyrum lagopoides	grass
Coelachyrum longiglume	grass
Coelachyrum piercei	grass
Coelachyrum poiflorum	grass
Coelia triptera	forb
Coelocarpum madagascariensis	not assigned
Coelocarpum swinglei	not assigned
Coelocaryon oxycarpum	(tree)
Coelocaryon preussii	(tree)
Coelodepas species	not assigned
Coelogyne fimbriata	forb
Coelorachis capensis	grass
Coelorachis ramosa	grass
Coelorachis species	grass
Coelospermum paniculatum	(shrub)
Coelospermum reticulatum	(shrub)
Coelostegia griffithii	(tree)
Coelostegia species	not assigned
Coffea arabica	(shrub/tree)
Coffea benghalensis	not assigned
Coffea brevipes	not assigned
Coffea canephora	not assigned
Coffea commersoniana	not assigned
Coffea congensis	not assigned
Coffea eugenioides	not assigned
Coffea humbertii	not assigned
Coffea humilis	not assigned
Coffea lebruniana	not assigned
Coffea liberica	(tree)
Coffea ligustroides	not assigned
Coffea mauritiana	not assigned
Coffea perrieri	not assigned
Coffea racemosa	(tree)
Coffea richardii	not assigned
Coffea species	not assigned
Coffea zanguebariae	not assigned
Cogniauxia podolaena	forb
Coincya longirostra	not assigned
Coincya monensis	forb
Coincya rupestris	not assigned
Coincya wrightii	forb
Coix aquatica	grass
Coix gasteenii	grass
Coix lacryma-jobi	grass
Cojoba arborea	(legume?/tree)
Cojoba catenata	(legume?/tree)
Cojoba rufescens	(tree)
Cojoba zanonii	(legume?)
Cola acuminata	(tree)
Cola buntingii	not assigned
Cola chlamydantha	(tree)
Cola clavata	(tree)
Cola congolana	(tree)
Cola cordifolia	(tree)
Cola discoglypremnophylla	(tree)
Cola edeensis	not assigned
Cola flavovelutina	(tree)
Cola gigantea	not assigned
Cola greenwayi	(tree)
Cola griseiflora	(tree)
Cola lateritia	(tree)
Cola lepidota	(tree)
Cola lizae	not assigned
Cola millenii	not assigned
Cola minor	(tree)
Cola mossambicensis	(tree)
Cola natalensis	not assigned
Cola nitida	not assigned
Cola pachycarpa	(tree)
Cola rostrata	(tree)
Colanthelia burchellii	grass
Colanthelia cingulata	grass
Colanthelia distans	grass
Colanthelia intermedia	grass
Colanthelia lanciflora	grass
Colanthelia macrostachya	grass
Colanthelia rhizantha	grass
Colchicum autumnale	forb
Colchicum byzantinum	forb
Colchicum circinatum	forb
Colchicum europaeum	forb
Colchicum montanum	forb
Colchicum speciosum	forb
Colchicum striatum	forb
Colchicum trigynum	forb
Colchicum variegatum	forb
Coldenia procumbens	forb
Colea floribunda	not assigned
Coleanthus species	grass
Coleanthus subtilis	grass
Coleataenia anceps	grass
Coleataenia prionitis	grass
Coleataenia rigidula	grass
Coleataenia tenera	grass
Coleocarya gracilis	not assigned
Coleochloa setifera	grass
Coleogyne ramosissima	(shrub)
Coleonema pulchellum	not assigned
Coleostephus myconis	forb
Coleus aegyptiacus	not assigned
Coleus alloplectus	not assigned
Coleus amboinicus	not assigned
Coleus argentatus	not assigned
Coleus autranii	not assigned
Coleus barbatus	not assigned
Coleus calycinus	not assigned
Coleus caninus	not assigned
Coleus crassus	not assigned
Coleus deflexifolius	not assigned
Coleus dewildemanianus	not assigned
Coleus dinteri	not assigned
Coleus gracillimus	not assigned
Coleus graveolens	not assigned
Coleus guerkei	not assigned
Coleus hereroensis	not assigned
Coleus intraterraneus	not assigned
Coleus kirkii	not assigned
Coleus kivuensis	not assigned
Coleus lasianthus	not assigned
Coleus livingstonei	not assigned
Coleus madagascariensis	not assigned
Coleus mirabilis	not assigned
Coleus monostachyus	not assigned
Coleus otostegioides	not assigned
Coleus sanguineus	not assigned
Coleus scutellarioides	not assigned
Coleus stuhlmannii	not assigned
Coleus suaveolens	not assigned
Coleus umbrosus	not assigned
Coleus venteri	not assigned
Coleus villosus	not assigned
Colicodendron scabridum	(tree)
Colignonia scandens	not assigned
Collaea stenophylla	(shrub)
Colletia spinosissima	(shrub)
Colletoecema tortistilum	not assigned
Colliguaja brasiliensis	(tree)
Colliguaja integerrima	(shrub)
Colliguaja odorifera	(shrub)
Colliguaja salicifolia	(shrub)
Collinosalsola arbusculiformis	not assigned
Collinsia concolor	forb
Collinsia corymbosa	forb
Collinsia heterophylla	forb
Collinsia linearis	forb
Collinsia parryi	forb
Collinsia parviflora	forb
Collinsia rattanii	forb
Collinsia sparsiflora	forb
Collinsia species	not assigned
Collinsia tinctoria	forb
Collinsia torreyi	forb
Collinsia verna	forb
Collinsonia canadensis	forb
Collomia biflora	forb
Collomia diversifolia	forb
Collomia grandiflora	forb
Collomia heterophylla	forb
Collomia linearis	forb
Collomia tinctoria	forb
Collomia tracyi	forb
Colobanthus quitensis	forb
Colocasia esculenta	forb
Cologania angustifolia	legume
Cologania broussonetii	legume
Colona auriculata	not assigned
Colona celebica	not assigned
Colona floribunda	not assigned
Colona javanica	not assigned
Colona merguensis	not assigned
Colona scabra	(tree)
Colona serratifolia	(tree)
Colona thorelii	not assigned
Colophospermum mopane	(legume?/tree)
Colpodium altaicum	grass
Colpodium chionogeiton	grass
Colpodium hedbergii	grass
Colpodium nutans	grass
Colpodium oreades	grass
Colpodium ponticum	grass
Colpodium versicolor	grass
Colpoon species	not assigned
Colubrina alluaudii	not assigned
Colubrina arborescens	(shrub/tree)
Colubrina asiatica	(shrub)
Colubrina decipiens	not assigned
Colubrina elliptica	(shrub/tree)
Colubrina faralaotra	(shrub)
Colubrina glandulosa	(tree)
Colubrina greggii	(shrub)
Colubrina heteroneura	not assigned
Colubrina macrocarpa	not assigned
Colubrina oppositifolia	(tree)
Colubrina species	not assigned
Colubrina spinosa	(tree)
Colubrina texensis	(shrub)
Colubrina triflora	(tree)
Columnea billbergiana	forb
Colutea abyssinica	(legume?)
Colutea arborescens	(shrub)
Colutea armena	(legume?)
Colutea atlantica	(legume?)
Colutea cilicica	(shrub)
Colutea delavayi	(legume?)
Colutea istria	(legume?)
Colutea media	(legume?)
Colutea orientalis	(legume?)
Colutea paulsenii	(legume?)
Colvillea racemosa	(legume?)
Comandra umbellata	conflicting (forb vs. shrub)
Comanthosphace stellipila	(shrub)
Comarostaphylis arbutoides	(tree)
Comarostaphylis discolor	not assigned
Comarostaphylis diversifolia	(shrub)
Comarostaphylis polifolia	(shrub)
Comarum palustre	forb
Comastoma tenellum	not assigned
Combretaceae species	not assigned
Combretocarpus rotundatus	(tree)
Combretum aculeatum	not assigned
Combretum acuminatum	(shrub/tree)
Combretum acutifolium	(shrub)
Combretum adenogonium	(shrub/tree)
Combretum albidum	(shrub/tree)
Combretum albiflorum	not assigned
Combretum albopunctatum	(shrub/tree)
Combretum andradae	(shrub)
Combretum apiculatum	(tree)
Combretum aureonitens	(tree)
Combretum bipindense	not assigned
Combretum bracteosum	not assigned
Combretum brevistylum	(shrub/tree)
Combretum butyrosum	(shrub)
Combretum cacoucia	(shrub/tree)
Combretum capituliflorum	not assigned
Combretum caudatisepalum	(shrub)
Combretum celastroides	(shrub)
Combretum coccineum	not assigned
Combretum collinum	(shrub/tree)
Combretum comosum	(shrub)
Combretum constrictum	(shrub)
Combretum coriifolium	(shrub)
Combretum decandrum	(shrub/tree)
Combretum decaryi	not assigned
Combretum discolor	not assigned
Combretum elaeagnoides	(shrub/tree)
Combretum engleri	not assigned
Combretum erythrophyllum	(tree)
Combretum exalatum	(shrub)
Combretum farinosum	not assigned
Combretum fruticosum	(shrub/tree)
Combretum gillettianum	(shrub/tree)
Combretum glaucocarpum	not assigned
Combretum glutinosum	(tree)
Combretum goetzei	(shrub)
Combretum gossweileri	not assigned
Combretum gracile	not assigned
Combretum hereroense	(shrub/tree)
Combretum holstii	(shrub)
Combretum iliairii	(shrub)
Combretum imberbe	(tree)
Combretum kirkii	not assigned
Combretum kraussii	(tree)
Combretum lasiocarpum	(shrub/tree)
Combretum latifolium	(tree)
Combretum laxum	(shrub/tree)
Combretum leprosum	(shrub/tree)
Combretum malifolium	not assigned
Combretum marginatum	not assigned
Combretum meridionalis	not assigned
Combretum micranthum	(shrub)
Combretum microphyllum	(shrub)
Combretum mkuzense	not assigned
Combretum moggii	not assigned
Combretum molle	(shrub/tree)
Combretum mossambicense	(shrub/tree)
Combretum mucronatum	not assigned
Combretum mweroense	(shrub)
Combretum nigrescens	not assigned
Combretum nigricans	(tree)
Combretum nioroense	not assigned
Combretum obovatum	(shrub/tree)
Combretum padoides	(shrub/tree)
Combretum paniculatum	(shrub)
Combretum paraguariense	(shrub/tree)
Combretum pentagonum	not assigned
Combretum pilosum	(shrub/tree)
Combretum pisoniiflorum	(shrub)
Combretum platypetalum	(shrub)
Combretum platypterum	(shrub/tree)
Combretum psidioides	(shrub/tree)
Combretum punctatum	(shrub/tree)
Combretum racemosum	not assigned
Combretum rotundifolium	(shrub/tree)
Combretum schumannii	(shrub/tree)
Combretum sordidum	not assigned
Combretum species	not assigned
Combretum stocksii	(shrub)
Combretum tetralophum	(tree)
Combretum tetrandrum	(shrub)
Combretum tomentosum	not assigned
Combretum umbricola	(shrub/tree)
Combretum vendae	not assigned
Combretum villosum	not assigned
Combretum wattii	not assigned
Combretum xanthothyrsum	(shrub)
Combretum zeyheri	(shrub/tree)
Comesperma calymega	forb
Comesperma confertum	not assigned
Comesperma defoliatum	not assigned
Comesperma ericinum	not assigned
Comesperma retusum	not assigned
Comesperma scoparium	not assigned
Comesperma sphaerocarpum	forb
Comesperma volubile	not assigned
Cometes abyssinica	not assigned
Comiphyton gabonense	not assigned
Commelina benghalensis	forb
Commelina cecilae	forb
Commelina communis	forb
Commelina cyanea	forb
Commelina diffusa	forb
Commelina ensifolia	forb
Commelina erecta	forb
Commelina forskalaei	forb
Commelina lanceolata	forb
Commelina rufipes	forb
Commelina suffruticosa	forb
Commelina tuberosa	forb
Commelina virginica	forb
Commelinaceae species	not assigned
Commersonia bartramia	(tree)
Commersonia corniculata	not assigned
Commersonia craurophylla	not assigned
Commersonia dasyphylla	not assigned
Commersonia hermanniifolia	not assigned
Commersonia prostrata	not assigned
Commicarpus chinensis	forb
Commicarpus grandiflorus	forb
Commicarpus helenae	forb
Commicarpus pentandrus	forb
Commicarpus pilosus	forb
Commicarpus plumbagineus	forb
Commicarpus scandens	not assigned
Commicarpus squarrosus	not assigned
Commidendrum robustum	not assigned
Commidendrum rotundifolium	not assigned
Commidendrum rugosum	not assigned
Commiphora africana	(tree)
Commiphora anacardiifolia	not assigned
Commiphora angolensis	(shrub/tree)
Commiphora aprevalii	(tree)
Commiphora arafy	(tree)
Commiphora baluensis	not assigned
Commiphora barorum	(tree)
Commiphora caerulea	(tree)
Commiphora campestris	(tree)
Commiphora capensis	not assigned
Commiphora confusa	(tree)
Commiphora edulis	(shrub/tree)
Commiphora eminii	(tree)
Commiphora engleri	(tree)
Commiphora glandulosa	not assigned
Commiphora guillauminii	(tree)
Commiphora harveyi	not assigned
Commiphora karibensis	(tree)
Commiphora kataf	(tree)
Commiphora kraeuseliana	not assigned
Commiphora kua	(tree)
Commiphora lasiodisca	(tree)
Commiphora madagascariensis	(shrub/tree)
Commiphora mafaidoha	not assigned
Commiphora marlothii	(tree)
Commiphora mollis	(tree)
Commiphora monstruosa	(tree)
Commiphora mossambicensis	(tree)
Commiphora multijuga	not assigned
Commiphora neglecta	(tree)
Commiphora orbicularis	not assigned
Commiphora pedunculata	(shrub/tree)
Commiphora pervilleana	(tree)
Commiphora pteleifolia	(shrub/tree)
Commiphora pterocarpa	(shrub/tree)
Commiphora pyracanthoides	(tree)
Commiphora rostrata	(shrub)
Commiphora saxicola	not assigned
Commiphora schimperi	(shrub/tree)
Commiphora schlechteri	(tree)
Commiphora serrata	(shrub/tree)
Commiphora stellulata	(shrub/tree)
Commiphora tenuipetiolata	(shrub/tree)
Commiphora ugogensis	(tree)
Commiphora unilobata	(tree)
Commiphora viminea	(tree)
Commiphora virgata	not assigned
Commiphora zanzibarica	(tree)
Comocladia glabra	(shrub)
Comocladia pinnatifolia	(shrub)
Comocladia velutina	(shrub)
Comoranthus madagascariensis	not assigned
Comoranthus minor	not assigned
Compsoneura capitellata	(tree)
Compsoneura sprucei	(tree)
Compsoneura ulei	(tree)
Comptonia peregrina	(shrub)
Conanthera parvula	not assigned
Conanthera urceolata	forb
Conceveiba guianensis	(shrub/tree)
Conceveiba martiana	(tree)
Conceveiba pleiostemona	(tree)
Conceveiba praealta	(tree)
Conceveiba rhytidocarpa	(tree)
Conceveiba terminalis	(tree)
Conchocarpus longifolius	not assigned
Conchopetalum madagascariense	not assigned
Condalia ericoides	not assigned
Condalia hookeri	(shrub/tree)
Condalia microphylla	(shrub)
Condalia montana	(shrub)
Condalia spathulata	not assigned
Condalia species	not assigned
Condalia warnockii	(shrub)
Condea albida	not assigned
Condea emoryi	(shrub)
Condea floribunda	not assigned
Condea tomentosa	not assigned
Condylocarpon amazonicum	not assigned
Condylocarpon isthmicum	not assigned
Condylostylis candida	(legume?)
Congea tomentosa	not assigned
Congea velutina	not assigned
Congolanthus longidens	forb
Conicosia elongata	forb
Conicosia pugioniformis	forb
Coniogramme africana	(fern)
Coniogramme japonica	(fern)
Conium maculatum	forb
Connarus conchocarpus	not assigned
Connarus culionensis	not assigned
Connarus euphlebius	(shrub/tree)
Connarus megacarpus	(shrub/tree)
Connarus mimosoides	(shrub)
Connarus monocarpus	(shrub/tree)
Connarus panamensis	(shrub/tree)
Connarus paniculatus	not assigned
Connarus patrisii	(shrub/tree)
Connarus perrottetii	(shrub/tree)
Connarus ruber	(shrub/tree)
Connarus schultesii	(shrub/tree)
Connarus sclerocarpus	not assigned
Connarus semidecandrus	(shrub/tree)
Connarus suberosus	(tree)
Connarus turczaninowii	(shrub/tree)
Connarus venezuelanus	(shrub/tree)
Connarus williamsii	(tree)
Conocarpus erectus	(shrub/tree)
Conocarpus lancifolius	(tree)
Conocarpus species	not assigned
Conocliniopsis grossedentata	not assigned
Conoclinium coelestinum	forb
Conodon arcuatis	not assigned
Conopholis alpina	not assigned
Conophytum bilobum	forb
Conophytum halenbergense	forb
Conophytum pageae	forb
Conophytum saxetanum	forb
Conopodium arvense	not assigned
Conopodium majus	forb
Conospermum boreale	(shrub)
Conospermum brownii	(shrub)
Conospermum burgessiorum	(shrub)
Conospermum ellipticum	(shrub)
Conospermum ericifolium	(shrub)
Conospermum glumaceum	(shrub)
Conospermum incurvum	(shrub)
Conospermum longifolium	(shrub)
Conospermum microflorum	(shrub)
Conospermum mitchellii	(shrub)
Conospermum patens	(shrub)
Conospermum stoechadis	(shrub)
Conospermum taxifolium	(shrub)
Conospermum tenuifolium	not assigned
Conospermum teretifolium	(shrub)
Conospermum triplinervium	(shrub)
Conospermum unilaterale	(shrub)
Conospermum wycherleyi	(shrub)
Conostephium marchantiorum	(shrub)
Conostephium pendulum	(shrub)
Conostomium gazense	conflicting (forb vs. shrub)
Conostomium natalense	forb
Conostomium quadrangulare	forb
Conostomium zoutpansbergense	forb
Conostylis albescens	forb
Conostylis juncea	forb
Conostylis pauciflora	forb
Conringia austriaca	not assigned
Conringia orientalis	forb
Conringia planisiliqua	forb
Conringia species	not assigned
Convallaria majalis	forb
Convolvulaceae species	not assigned
Convolvulus althaeoides	forb
Convolvulus ammannii	forb
Convolvulus angustissimus	not assigned
Convolvulus argillicola	not assigned
