Species	Family
Quercus liaotungensis	Fagaceae
Quercus libani	Fagaceae
Quercus lineata	Fagaceae
Quercus lobata	Fagaceae
Quercus lusitanica	Fagaceae
Quercus lyrata	Fagaceae
Quercus macranthera	Fagaceae
Quercus macrocarpa	Fagaceae
Quercus macrolepis	Fagaceae
Quercus maingayi	Fagaceae
Quercus margaretta	Fagaceae
Quercus marilandica	Fagaceae
Quercus martinezii	Fagaceae
Quercus mas	Fagaceae
Quercus michauxii	Fagaceae
Quercus minima	Fagaceae
Quercus miquihuanensis	Fagaceae
Quercus miyagii	Fagaceae
Quercus mongolica	Fagaceae
Quercus montana	Fagaceae
Quercus morii	Fagaceae
Quercus muehlenbergii	Fagaceae
Quercus multinervis	Fagaceae
Quercus myrsinaefolia	Fagaceae
Quercus myrsinifolia	Fagaceae
Quercus myrtifolia	Fagaceae
Quercus nigra	Fagaceae
Quercus nubium	Fagaceae
Quercus nuttallii	Fagaceae
Quercus oblongifolia	Fagaceae
Quercus oglethorpensis	Fagaceae
Quercus oidocarpa	Fagaceae
Quercus oleoides	Fagaceae
Quercus oxyodon	Fagaceae
Quercus pachyloma	Fagaceae
Quercus pagoda	Fagaceae
Quercus pallida	Fagaceae
Quercus palustris	Fagaceae
Quercus patelliformis	Fagaceae
Quercus pauciloba	Fagaceae
Quercus paxtalensis	Fagaceae
Quercus pedunculata	Fagaceae
Quercus pedunculiflora	Fagaceae
Quercus petraea	Fagaceae
Quercus phellos	Fagaceae
Quercus phillyraeoides	Fagaceae
Quercus platycarpa	Fagaceae
Quercus poculiformis	Fagaceae
Quercus polycarpa	Fagaceae
Quercus prinoides	Fagaceae
Quercus prinus	Fagaceae
Quercus pubescens	Fagaceae
Quercus pumila	Fagaceae
Quercus pungens	Fagaceae
Quercus pyrenaica	Fagaceae
Quercus rapurahuensis	Fagaceae
Quercus reflexa	Fagaceae
Quercus rhysophylla	Fagaceae
Quercus robur	Fagaceae
Quercus rosacea	Fagaceae
Quercus rotundifolia	Fagaceae
Quercus rubra	Fagaceae
Quercus rugosa	Fagaceae
Quercus runcinata	Fagaceae
Quercus rysophylla	Fagaceae
Quercus salicifolia	Fagaceae
Quercus salicina	Fagaceae
Quercus sartorii	Fagaceae
Quercus sebifera	Fagaceae
Quercus seemannii	Fagaceae
Quercus semecarpifolia	Fagaceae
Quercus semiserrata	Fagaceae
Quercus serrata	Fagaceae
Quercus sessiliflora	Fagaceae
Quercus sessilifolia	Fagaceae
Quercus shumardii	Fagaceae
Quercus sicula	Fagaceae
Quercus sinuata	Fagaceae
Quercus spicata	Fagaceae
Quercus stellata	Fagaceae
Quercus suber	Fagaceae
Quercus subsericea	Fagaceae
Quercus sumatrana	Fagaceae
Quercus sundaica	Fagaceae
Quercus tarokoensis	Fagaceae
Quercus texana	Fagaceae
Quercus trojana	Fagaceae
Quercus turbinella	Fagaceae
Quercus uxoris	Fagaceae
Quercus vacciniifolia	Fagaceae
Quercus valdinervosa	Fagaceae
Quercus variabilis	Fagaceae
Quercus velutina	Fagaceae
Quercus vestita	Fagaceae
Quercus virgiliana	Fagaceae
Quercus virginia	Fagaceae
Quercus virginiana	Fagaceae
Quercus wislizeni	Fagaceae
Quercus xalapensis	Fagaceae
Quesnelia lateralis	Bromeliaceae
Quiina albiflora	Quiinaceae
Quiina amazonica	Quiinaceae
Quiina florida	Quiinaceae
Quiina grandifolia	Quiinaceae
Quiina guianensis	Quiinaceae
Quiina indigofera	Quiinaceae
Quiina macrophylla	Quiinaceae
Quiina mediana	Quiinaceae
Quiina nitens	Quiinaceae
Quiina obovata	Quiinaceae
Quiina paraensis	Quiinaceae
Quiina peruviana	Quiinaceae
Quiina schippii	Quiinaceae
Quillaja brasiliensis	Rosaceae
Quillaja saponaria	Rosaceae
Quincula lobata	Solanaceae
Quintinia acutifolia	Escalloniaceae
Quintinia altigena	Escalloniaceae
Quintinia fawkneri	Escalloniaceae
Quintinia lanceolata	Escalloniaceae
Quintinia ledermannii	Escalloniaceae
Quintinia serrata	Escalloniaceae
Quintinia sieberi	Escalloniaceae
Quintinia verdonii	Escalloniaceae
Quisqualis indica	Combretaceae
Quivisianthe papinae	Meliaceae
Radermachera corymbosa	Bignoniaceae
Radermachera elegans	Bignoniaceae
Radermachera gigantea	Bignoniaceae
Radermachera glandulosa	Bignoniaceae
Radermachera ignea	Bignoniaceae
Radermachera pinnata	Bignoniaceae
Radermachera ramiflora	Bignoniaceae
Radermachera sinica	Bignoniaceae
Radermachera xylocarpa	Bignoniaceae
Radinosiphon leptostachya	Iridaceae
Radiola linoides	Linaceae
Radyera farragei	Malvaceae
Radyera urens	Malvaceae
Raffenaldia primuloides	Brassicaceae
Rafinesquia californica	Asteraceae
Rafinesquia neomexicana	Asteraceae
Ramatuela argentea	Combretaceae
Ramatuela virens	Combretaceae
Ramirezella strobilophora	Fabaceae
Ramischia secunda	Pyrolaceae
Ramisia brasiliensis	Nyctaginaceae
Ramondia nathaliae	Gesneriaceae
Randia aculeata	Rubiaceae
Randia acuminata	Rubiaceae
Randia altiscandens	Rubiaceae
Randia anisophylla	Rubiaceae
Randia armata	Rubiaceae
Randia benthamiana	Rubiaceae
Randia bigfuzzy	Rubiaceae
Randia capitata	Rubiaceae
Randia cochinchinensis	Rubiaceae
Randia congolana	Rubiaceae
Randia cubana	Rubiaceae
Randia dumetorum	Rubiaceae
Randia echinocarpa	Rubiaceae
Randia exaltata	Rubiaceae
Randia formosa	Rubiaceae
Randia genipoides	Rubiaceae
Randia gorky	Rubiaceae
Randia grandifolia	Rubiaceae
Randia hebecarpa	Rubiaceae
Randia laevigata	Rubiaceae
Randia lasiantha	Rubiaceae
Randia manolo	Rubiaceae
Randia moorei	Rubiaceae
Randia multiflora	Rubiaceae
Randia obcordata	Rubiaceae
Randia oppositifolia	Rubiaceae
Randia pittieri	Rubiaceae
Randia pterocarpa	Rubiaceae
Randia racemosa	Rubiaceae
Randia retroflexa	Rubiaceae
Randia rhagocarpa	Rubiaceae
Randia rothmannia	Rubiaceae
Randia ruiziana	Rubiaceae
Randia scortechinii	Rubiaceae
Randia sessilis	Rubiaceae
Randia spinosa	Rubiaceae
Randia thurberi	Rubiaceae
Randia xalapensis	Rubiaceae
Rangaeris amaniensis	Orchidaceae
Rangaeris muscicola	Orchidaceae
Ranunculus abortivus	Ranunculaceae
Ranunculus abstrusus	Ranunculaceae
Ranunculus aconitifolius	Ranunculaceae
Ranunculus acris	Ranunculaceae
Ranunculus adoneus	Ranunculaceae
Ranunculus aduncus	Ranunculaceae
Ranunculus aemulans	Ranunculaceae
Ranunculus alismaefolius	Ranunculaceae
Ranunculus alismifolius	Ranunculaceae
Ranunculus alnetorum	Ranunculaceae
Ranunculus alpestris	Ranunculaceae
Ranunculus alsaticus	Ranunculaceae
Ranunculus amphitricha	Ranunculaceae
Ranunculus andersonii	Ranunculaceae
Ranunculus anemoneus	Ranunculaceae
Ranunculus aquatilis	Ranunculaceae
Ranunculus argoviensis	Ranunculaceae
Ranunculus arvensis	Ranunculaceae
Ranunculus asiaticus	Ranunculaceae
Ranunculus auricomus	Ranunculaceae
Ranunculus basilobatus	Ranunculaceae
Ranunculus basitruncatus	Ranunculaceae
Ranunculus baudotii	Ranunculaceae
Ranunculus bayerae	Ranunculaceae
Ranunculus biformis	Ranunculaceae
Ranunculus binatus	Ranunculaceae
Ranunculus biternatus	Ranunculaceae
Ranunculus bonariensis	Ranunculaceae
Ranunculus borchers-kolbiae	Ranunculaceae
Ranunculus breyninus	Ranunculaceae
Ranunculus brotherusii	Ranunculaceae
Ranunculus bulbosus	Ranunculaceae
Ranunculus bullatus	Ranunculaceae
Ranunculus californicus	Ranunculaceae
Ranunculus carinthiacus	Ranunculaceae
Ranunculus cassubicifolius	Ranunculaceae
Ranunculus cassubicus	Ranunculaceae
Ranunculus chius	Ranunculaceae
Ranunculus circinatus	Ranunculaceae
Ranunculus constans	Ranunculaceae
Ranunculus constantinopolitanus	Ranunculaceae
Ranunculus cornutus	Ranunculaceae
Ranunculus cortusifolius	Ranunculaceae
Ranunculus crassifolius	Ranunculaceae
Ranunculus crassipes	Ranunculaceae
Ranunculus cymbalaria	Ranunculaceae
Ranunculus dactylophyllus	Ranunculaceae
Ranunculus danubius	Ranunculaceae
Ranunculus demissus	Ranunculaceae
Ranunculus doerrii	Ranunculaceae
Ranunculus enysii	Ranunculaceae
Ranunculus eschscholtzii	Ranunculaceae
Ranunculus fascicularis	Ranunculaceae
Ranunculus ficaria	Ranunculaceae
Ranunculus flammula	Ranunculaceae
Ranunculus fluitans	Ranunculaceae
Ranunculus glaberrimus	Ranunculaceae
Ranunculus glacialis	Ranunculaceae
Ranunculus gmelinii	Ranunculaceae
Ranunculus gramineus	Ranunculaceae
Ranunculus graniticola	Ranunculaceae
Ranunculus guelzowiensis	Ranunculaceae
Ranunculus guestphalicus	Ranunculaceae
Ranunculus gunnianus	Ranunculaceae
Ranunculus haasii	Ranunculaceae
Ranunculus hebecarpus	Ranunculaceae
Ranunculus hederaceus	Ranunculaceae
Ranunculus hevellus	Ranunculaceae
Ranunculus hilairea	Ranunculaceae
Ranunculus hirtus	Ranunculaceae
Ranunculus hispidus	Ranunculaceae
Ranunculus hybridus	Ranunculaceae
Ranunculus hyperboreus	Ranunculaceae
Ranunculus hystriculus	Ranunculaceae
Ranunculus illyricus	Ranunculaceae
Ranunculus indecorus	Ranunculaceae
Ranunculus integerrimus	Ranunculaceae
Ranunculus japonicus	Ranunculaceae
Ranunculus kochii	Ranunculaceae
Ranunculus krasnovii	Ranunculaceae
Ranunculus kuepferi	Ranunculaceae
Ranunculus kunzii	Ranunculaceae
Ranunculus laetus	Ranunculaceae
Ranunculus lanuginosus	Ranunculaceae
Ranunculus lappaceus	Ranunculaceae
Ranunculus lapponicus	Ranunculaceae
Ranunculus lateriflorus	Ranunculaceae
Ranunculus laxicaulis	Ranunculaceae
Ranunculus lenormandi	Ranunculaceae
Ranunculus leptomeris	Ranunculaceae
Ranunculus limoselloides	Ranunculaceae
Ranunculus lingua	Ranunculaceae
Ranunculus longirostris	Ranunculaceae
Ranunculus lucorum	Ranunculaceae
Ranunculus lunaris	Ranunculaceae
Ranunculus lyallii	Ranunculaceae
Ranunculus macounii	Ranunculaceae
Ranunculus macrotis	Ranunculaceae
Ranunculus marginatus	Ranunculaceae
Ranunculus marinus	Ranunculaceae
Ranunculus megacarpus	Ranunculaceae
Ranunculus mergenthaleri	Ranunculaceae
Ranunculus meyeri	Ranunculaceae
Ranunculus micranthus	Ranunculaceae
Ranunculus millanii	Ranunculaceae
Ranunculus millefolius	Ranunculaceae
Ranunculus monacensis	Ranunculaceae
Ranunculus montanus	Ranunculaceae
Ranunculus mosbachensis	Ranunculaceae
Ranunculus muelleri	Ranunculaceae
Ranunculus multifidus	Ranunculaceae
Ranunculus multiscapus	Ranunculaceae
Ranunculus multisectus	Ranunculaceae
Ranunculus muricatus	Ranunculaceae
Ranunculus neapolitanus	Ranunculaceae
Ranunculus nemorosus	Ranunculaceae
Ranunculus nephelogenes	Ranunculaceae
Ranunculus nicklesi	Ranunculaceae
Ranunculus nivalis	Ranunculaceae
Ranunculus occidentalis	Ranunculaceae
Ranunculus ololeucos	Ranunculaceae
Ranunculus omiophyllus	Ranunculaceae
Ranunculus ophioglossifolius	Ranunculaceae
Ranunculus opimus	Ranunculaceae
Ranunculus oreophilus	Ranunculaceae
Ranunculus oreophytus	Ranunculaceae
Ranunculus orthorhynchus	Ranunculaceae
Ranunculus pachycarpus	Ranunculaceae
Ranunculus pachyrrhizus	Ranunculaceae
Ranunculus pallasii	Ranunculaceae
Ranunculus palmularis	Ranunculaceae
Ranunculus paludosus	Ranunculaceae
Ranunculus parnassiifolius	Ranunculaceae
Ranunculus parviflorus	Ranunculaceae
Ranunculus pedatifidus	Ranunculaceae
Ranunculus pedatus	Ranunculaceae
Ranunculus peltatus	Ranunculaceae
Ranunculus penicillatus	Ranunculaceae
Ranunculus pennsylvanicus	Ranunculaceae
Ranunculus pensylvanicus	Ranunculaceae
Ranunculus pentandrus	Ranunculaceae
Ranunculus peruvianus	Ranunculaceae
Ranunculus petiolatus	Ranunculaceae
Ranunculus petiveri	Ranunculaceae
Ranunculus phragmiteti	Ranunculaceae
Ranunculus pimpinellifolius	Ranunculaceae
Ranunculus platanifolius	Ranunculaceae
Ranunculus polyanthemoides	Ranunculaceae
Ranunculus polyanthemophyllus	Ranunculaceae
Ranunculus polyanthemos	Ranunculaceae
Ranunculus polyphyllus	Ranunculaceae
Ranunculus ponticus	Ranunculaceae
Ranunculus praemorsus	Ranunculaceae
Ranunculus pseudo-aemulans	Ranunculaceae
Ranunculus pseudocassubicus	Ranunculaceae
Ranunculus pseudohirculus	Ranunculaceae
Ranunculus pseudolowii	Ranunculaceae
Ranunculus pseudo-montanus	Ranunculaceae
Ranunculus pseudopimus	Ranunculaceae
Ranunculus pseudovertumnalis	Ranunculaceae
Ranunculus psilostachys	Ranunculaceae
Ranunculus puberulus	Ranunculaceae
Ranunculus pulchellus	Ranunculaceae
Ranunculus pumilio	Ranunculaceae
Ranunculus pygmaeus	Ranunculaceae
Ranunculus pyrenaeus	Ranunculaceae
Ranunculus raeae	Ranunculaceae
Ranunculus rectus	Ranunculaceae
Ranunculus recurvatus	Ranunculaceae
Ranunculus repens	Ranunculaceae
Ranunculus reptans	Ranunculaceae
Ranunculus rhombilobus	Ranunculaceae
Ranunculus rhomboideus	Ranunculaceae
Ranunculus rionii	Ranunculaceae
Ranunculus roessleri	Ranunculaceae
Ranunculus rostratulus	Ranunculaceae
Ranunculus rotundatus	Ranunculaceae
Ranunculus rufosepalus	Ranunculaceae
Ranunculus sardous	Ranunculaceae
Ranunculus saruwagedicus	Ranunculaceae
Ranunculus scapigerus	Ranunculaceae
Ranunculus sceleratus	Ranunculaceae
Ranunculus seguieri	Ranunculaceae
Ranunculus septentrionalis	Ranunculaceae
Ranunculus sericophyllus	Ranunculaceae
Ranunculus serpens	Ranunculaceae
Ranunculus sessiliflorus	Ranunculaceae
Ranunculus sieboldii	Ranunculaceae
Ranunculus spitsbergensis	Ranunculaceae
Ranunculus stellaris	Ranunculaceae
Ranunculus stricticaulis	Ranunculaceae
Ranunculus strigulosus	Ranunculaceae
Ranunculus suevicus	Ranunculaceae
Ranunculus testiculatus	Ranunculaceae
Ranunculus thora	Ranunculaceae
Ranunculus transiens	Ranunculaceae
Ranunculus trichophyllus	Ranunculaceae
Ranunculus tripartitus	Ranunculaceae
Ranunculus uncinatus	Ranunculaceae
Ranunculus urvilleanus	Ranunculaceae
Ranunculus varicus	Ranunculaceae
Ranunculus vertumnalis	Ranunculaceae
Ranunculus victoriensis	Ranunculaceae
Ranunculus villarsii	Ranunculaceae
Ranunculus walo-kochii	Ranunculaceae
Raoulia australis	Asteraceae
Raoulia tenuicaulis	Asteraceae
Rapanea achradifolia	Myrsinaceae
Rapanea acrantha	Myrsinaceae
Rapanea affinis	Myrsinaceae
Rapanea australis	Myrsinaceae
Rapanea avenis	Myrsinaceae
Rapanea dependens	Myrsinaceae
Rapanea ferruginea	Myrsinaceae
Rapanea gracilior	Myrsinaceae
Rapanea guianensis	Myrsinaceae
Rapanea hasseltii	Myrsinaceae
Rapanea hermogenesii	Myrsinaceae
Rapanea howittiana	Myrsinaceae
Rapanea jurgensenii	Myrsinaceae
Rapanea laetevirens	Myrsinaceae
Rapanea leuconeura	Myrsinaceae
Rapanea melanophloeos	Myrsinaceae
Rapanea myricoides	Myrsinaceae
Rapanea neriifolia	Myrsinaceae
Rapanea porosa	Myrsinaceae
Rapanea quaternata	Myrsinaceae
Rapanea rhododendroides	Myrsinaceae
Rapanea subsessilis	Myrsinaceae
Rapanea umbellata	Myrsinaceae
Rapanea variabilis	Myrsinaceae
Rapanea venosa	Myrsinaceae
Raphanus caudatus	Brassicaceae
Raphanus landra	Brassicaceae
Raphanus maritimus	Brassicaceae
Raphanus pugioniformis	Brassicaceae
Raphanus raphanistrum	Brassicaceae
Raphanus sativus	Brassicaceae
Raphia farinifera	Arecaceae
Raphia hookeri	Arecaceae
Raphia monbuttorum	Arecaceae
Raphia regalis	Arecaceae
Raphia sudanica	Arecaceae
Raphia taedigera	Arecaceae
Raphia vinifera	Arecaceae
Raphidiocystis chrysocoma	Cucurbitaceae
Raphithamnus spinosus	Verbenaceae
Rapistrum orientale	Brassicaceae
Rapistrum perenne	Brassicaceae
Rapistrum rugosum	Brassicaceae
Rapona tiliifolia	Convolvulaceae
Raputia alba	Rutaceae
Raputia magnifica	Rutaceae
Raspalia trigyna	Bruniaceae
Rastrophyllum pinnatipartitum	Asteraceae
Ratibida columnaris	Asteraceae
Ratibida columnifera	Asteraceae
Ratibida hirta	Asteraceae
Ratibida pinnata	Asteraceae
Ratibida tagetes	Asteraceae
Rattraya petiolata	Poaceae
Raukaua anomalus	Araliaceae
Raukaua crassifolius	Araliaceae
Raukaua linearis	Araliaceae
Raukaua simplex	Araliaceae
Rauvolfia amsoniaefolia	Apocynaceae
Rauvolfia caffra	Apocynaceae
Rauvolfia heterophylla	Apocynaceae
Rauvolfia javanica	Apocynaceae
Rauvolfia littoralis	Apocynaceae
Rauvolfia mannii	Apocynaceae
Rauvolfia moluccana	Apocynaceae
Rauvolfia mombasiana	Apocynaceae
Rauvolfia nana	Apocynaceae
Rauvolfia nitida	Apocynaceae
Rauvolfia paraensis	Apocynaceae
Rauvolfia praecox	Apocynaceae
Rauvolfia purpurascens	Apocynaceae
Rauvolfia sumatrana	Apocynaceae
Rauvolfia tetraphylla	Apocynaceae
Rauvolfia verticillata	Apocynaceae
Rauvolfia vomitoria	Apocynaceae
Rauwenhoffia leichhardtii	Annonaceae
Rauwolfia macrophylla	Apocynaceae
Ravenala madagascariensis	Strelitziaceae
Ravenea sambiranensis	Arecaceae
Ravenia spectabilis	Rutaceae
Ravenia urbanii	Rutaceae
Ravensara acuminata	Lauraceae
Ravensara aromatica	Lauraceae
Ravensara flavescens	Lauraceae
Ravensara gracilis	Lauraceae
Ravensara laevis	Lauraceae
Ravensara oblonga	Lauraceae
Ravensara ovalifolia	Lauraceae
Ravensara polyneura	Lauraceae
Ravensara retusa	Lauraceae
Rawsonia lucida	Flacourtiaceae
Rawsonia usambarensis	Flacourtiaceae
Reaumuria cistoides	Tamaricaceae
Reaumuria hirtella	Tamaricaceae
Reaumuria kuznetzovii	Tamaricaceae
Reaumuria negevensis	Tamaricaceae
Reaumuria soongarica	Tamaricaceae
Reaumuria soongorica	Tamaricaceae
Reboudia pinnata	Brassicaceae
Recchia mexicana	Simaroubaceae
Recordoxylon amazonicum	Fabaceae
Recordoxylon speciosum	Fabaceae
Recordoxylon venosa	Fabaceae
Reedia spathacea	Cyperaceae
Reevesia formosana	Sterculiaceae
Reevesia glaucophylla	Sterculiaceae
Reevesia pubescens	Sterculiaceae
Reevesia thyrsoidea	Sterculiaceae
Reevesia wallichii	Sterculiaceae
Regelia ciliata	Myrtaceae
Regelia cymbifolia	Myrtaceae
Regelia inops	Myrtaceae
Regelia megacephala	Myrtaceae
Regelia velutina	Myrtaceae
Regnellidium diphyllum	Marsileaceae
Rehdera trinervis	Verbenaceae
Rehderodendron tsiangi	Styracaceae
Rehia nervata	Poaceae
Rehmannia glutinosa	Scrophulariaceae
Reichardia gaditana	Asteraceae
Reichardia picroides	Asteraceae
Reichardia tingitana	Asteraceae
Reimarochloa acuta	Poaceae
Reineckea carnea	Convallariaceae
Reinhardtia gracilis	Arecaceae
Reinwardtiodendron celebicum	Meliaceae
Reinwardtiodendron humile	Meliaceae
Reissantia angustipetala	Celastraceae
Reissantia indica	Celastraceae
Relbunium hirtum	Rubiaceae
Relbunium richardianum	Rubiaceae
Relhania fruticosa	Asteraceae
Relhania pungens	Asteraceae
Remijia amazonica	Rubiaceae
Remijia densiflora	Rubiaceae
Remijia morilloi	Rubiaceae
Remya kauaiensis	Asteraceae
Remya mauiensis	Asteraceae
Renealmia alpinia	Zingiberaceae
Renealmia breviscapa	Zingiberaceae
Renealmia cernua	Zingiberaceae
Renealmia mexicana	Zingiberaceae
Renealmia monosperma	Zingiberaceae
Renealmia nicolaioides	Zingiberaceae
Renealmia thyrsoidea	Zingiberaceae
Rennellia elliptica	Rubiaceae
Rennera limnophila	Asteraceae
Reseda alba	Resedaceae
Reseda amblyocarpa	Resedaceae
Reseda aucheri	Resedaceae
Reseda canescens	Resedaceae
Reseda clusii	Resedaceae
Reseda crystallina	Resedaceae
Reseda erecta	Resedaceae
Reseda inodora	Resedaceae
Reseda jacquinii	Resedaceae
Reseda lanceolata	Resedaceae
Reseda lutea	Resedaceae
Reseda luteola	Resedaceae
Reseda migiurtinorum	Resedaceae
Reseda odorata	Resedaceae
Reseda phyteuma	Resedaceae
Reseda pruinosa	Resedaceae
Reseda purpurascens	Resedaceae
Reseda pygmaea	Resedaceae
Reseda scoparia	Resedaceae
Reseda sphenocleoides	Resedaceae
Reseda stricta	Resedaceae
Reseda suffruticosa	Resedaceae
Restio bifarius	Restionaceae
Restio bifurcus	Restionaceae
Restio brachiatus	Restionaceae
Restio dimorphus	Restionaceae
Restio dispar	Restionaceae
Restio egregius	Restionaceae
Restio fastigiatus	Restionaceae
Restio festuciformis	Restionaceae
Restio mlanjiensis	Restionaceae
Restio pachystachyus	Restionaceae
Restio quadratus	Restionaceae
Restio quinquefarius	Restionaceae
Restio similis	Restionaceae
Restio strobilifer	Restionaceae
Restio triticeus	Restionaceae
Retama monosperma	Fabaceae
Retama raetam	Fabaceae
Retama sphaerocarpa	Fabaceae
Retanilla stricta	Rhamnaceae
Retiniphyllum concolor	Rubiaceae
Retiniphyllum martianum	Rubiaceae
Retiniphyllum truncatum	Rubiaceae
Retrophyllum vitiense	Podocarpaceae
Retzia capensis	Retziaceae
Reussia rotundifolia	Pontederiaceae
Reutealis trisperma	Euphorbiaceae
Reverchonia arenaria	Euphorbiaceae
Reyesia chilensis	Solanaceae
Reyesia juniperoides	Solanaceae
Reynaudia filiformis	Poaceae
Reynoldsia sandwicensis	Araliaceae
Reynoldsia verrucosa	Araliaceae
Reynosia camagueyensis	Rhamnaceae
Reynosia domingensis	Rhamnaceae
Reynosia mucronata	Rhamnaceae
Reynosia septentrionalis	Rhamnaceae
Reynoutria japonica	Polygonaceae
Reynoutria sachalinensis	Polygonaceae
Rhabdadenia biflora	Apocynaceae
Rhabdodendron amazonicum	Rhabdodendraceae
Rhabdodendron macrophyllum	Rhabdodendraceae
Rhabdothamnus solandri	Gesneriaceae
Rhagadiolus creticus	Asteraceae
Rhagadiolus stellatus	Asteraceae
Rhagodia baccata	Chenopodiaceae
Rhagodia candolleana	Chenopodiaceae
Rhagodia crassifolia	Chenopodiaceae
Rhagodia parabolica	Chenopodiaceae
Rhagodia preissii	Chenopodiaceae
Rhagodia spinescens	Chenopodiaceae
Rhagodia ulicina	Chenopodiaceae
Rhamnella forrestii	Rhamnaceae
Rhamnella franguloides	Rhamnaceae
Rhamnella vitiensis	Rhamnaceae
Rhamnidium elaeocarpum	Rhamnaceae
Rhamnidium glabrum	Rhamnaceae
Rhamnidium nipense	Rhamnaceae
Rhamnidium oleocarpum	Rhamnaceae
Rhamnus alaternus	Rhamnaceae
Rhamnus alnifolia	Rhamnaceae
Rhamnus alpina	Rhamnaceae
Rhamnus alpinus	Rhamnaceae
Rhamnus arguta	Rhamnaceae
Rhamnus betulaefolia	Rhamnaceae
Rhamnus betulifolia	Rhamnaceae
Rhamnus californica	Rhamnaceae
Rhamnus capreifolia	Rhamnaceae
Rhamnus caroliniana	Rhamnaceae
Rhamnus cathartica	Rhamnaceae
Rhamnus catharticus	Rhamnaceae
Rhamnus chugokuensis	Rhamnaceae
Rhamnus costata	Rhamnaceae
Rhamnus crenata	Rhamnaceae
Rhamnus crenulata	Rhamnaceae
Rhamnus crocea	Rhamnaceae
Rhamnus davurica	Rhamnaceae
Rhamnus disperma	Rhamnaceae
Rhamnus fallax	Rhamnaceae
Rhamnus frangula	Rhamnaceae
Rhamnus glandulosa	Rhamnaceae
Rhamnus globosa	Rhamnaceae
Rhamnus hemsleyana	Rhamnaceae
Rhamnus hintonii	Rhamnaceae
Rhamnus ilicifolia	Rhamnaceae
Rhamnus imeretina	Rhamnaceae
Rhamnus intermedia	Rhamnaceae
Rhamnus lancifolia	Rhamnaceae
Rhamnus legionensis	Rhamnaceae
Rhamnus liukiuensis	Rhamnaceae
Rhamnus ludovici-salvatoris	Rhamnaceae
Rhamnus lycioides	Rhamnaceae
Rhamnus myrtifolia	Rhamnaceae
Rhamnus orbiculata	Rhamnaceae
Rhamnus oreodendron	Rhamnaceae
Rhamnus palaestina	Rhamnaceae
Rhamnus pallasii	Rhamnaceae
Rhamnus parviflora	Rhamnaceae
Rhamnus parvifolia	Rhamnaceae
Rhamnus persicaefolia	Rhamnaceae
Rhamnus pilosa	Rhamnaceae
Rhamnus prinoides	Rhamnaceae
Rhamnus prunifolia	Rhamnaceae
Rhamnus pumila	Rhamnaceae
Rhamnus purshiana	Rhamnaceae
Rhamnus rhodopeus	Rhamnaceae
Rhamnus rubra	Rhamnaceae
Rhamnus saxatilis	Rhamnaceae
Rhamnus schneideri	Rhamnaceae
Rhamnus sibthorpiana	Rhamnaceae
Rhamnus sphaerosperma	Rhamnaceae
Rhamnus staddo	Rhamnaceae
Rhamnus tomentella	Rhamnaceae
Rhamnus ussuriensis	Rhamnaceae
Rhamnus zeyheri	Rhamnaceae
Rhamphicarpa brevipedicellata	Scrophulariaceae
Rhamphicarpa fistulosa	Scrophulariaceae
Rhanterium adpressum	Asteraceae
Rhaphidophora africana	Araceae
Rhaphidophora australasica	Araceae
Rhaphidophora decursiva	Araceae
Rhaphidophora hookeri	Araceae
Rhaphidophora korthalsii	Araceae
Rhaphidophora laciniata	Araceae
Rhaphidophora montana	Araceae
Rhaphiodon echinus	Lamiaceae
Rhaphiolepis ferruginea	Rosaceae
Rhaphiolepis indica	Rosaceae
Rhaphiolepis lanceolata	Rosaceae
Rhaphiolepis ovata	Rosaceae
Rhaphiolepis salicifolia	Rosaceae
Rhaphiolepis umbellata	Rosaceae
Rhaphiolepis wrightiana	Rosaceae
Rhaphiostylis beninensis	Icacinaceae
Rhaphiostylis ferruginea	Icacinaceae
Rhaphithamnus spinosus	Verbenaceae
Rhaphithamnus venustus	Verbenaceae
Rhapidophyllum hystrix	Arecaceae
Rhaponticum pusillum	Asteraceae
Rhaponticum scariosum	Asteraceae
Rhaponticum uniflorum	Asteraceae
Rhaptopetalum beguei	Scytopetalaceae
Rhaptopetalum breteleri	Scytopetalaceae
Rhazya stricta	Apocynaceae
Rheedia acuminata	Clusiaceae
Rheedia anjouanensis	Clusiaceae
Rheedia brasiliensis	Clusiaceae
Rheedia edulis	Clusiaceae
Rheedia gardneriana	Clusiaceae
Rheedia madagascariensis	Clusiaceae
Rheedia madruno	Clusiaceae
Rheedia mangorensis	Clusiaceae
Rheedia spruceana	Clusiaceae
Rhektophyllum mirabile	Araceae
Rheum acetosa	Polygonaceae
Rheum acuminatum	Polygonaceae
Rheum emodii	Polygonaceae
Rheum franzenbachii	Polygonaceae
Rheum hybridum	Polygonaceae
Rheum nobile	Polygonaceae
Rheum rhabarbarum	Polygonaceae
Rheum rhaponticum	Polygonaceae
Rheum ribes	Polygonaceae
Rheum spiciforme	Polygonaceae
Rheum tanguticum	Polygonaceae
Rheum undulatum	Polygonaceae
Rhexia lutea	Melastomataceae
Rhexia virginica	Melastomataceae
Rhigozum brevispinosum	Bignoniaceae
Rhigozum madagascariense	Bignoniaceae
Rhigozum obovatum	Bignoniaceae
Rhigozum trichotomum	Bignoniaceae
Rhigozum zambesiacum	Bignoniaceae
Rhinanthus alectorolophus	Scrophulariaceae
